,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
550,Max Jones,ANA,L,25,1998-02-17,Rochester,MI,USA,USA,75,216,2016,ANA,1,24,24
551,Andrew Peeke,CBJ,D,25,1998-03-17,Parkland,FL,USA,USA,75,210,2016,CBJ,2,4,34
552,Tyson Jost,"BUF, MIN",C,25,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,COL,1,10,10
553,Dante Fabbro,NSH,D,24,1998-06-20,Coquitlam,BC,CAN,CAN,72,189,2016,NSH,1,17,17
554,Josh Mahura,FLA,D,24,1998-05-05,St. Albert,AB,CAN,CAN,72,185,2016,ANA,3,24,85
555,William Bitten,STL,C,24,1998-07-10,Ottawa,ON,CAN,CAN,71,180,2016,MTL,3,9,70
556,Victor Mete,TOR,D,24,1998-06-07,Woodbridge,ON,CAN,CAN,69,187,2016,MTL,4,9,100
557,Logan Stanley,WPG,D,24,1998-05-26,Waterloo,ON,CAN,CAN,79,242,2016,WPG,1,18,18
558,Givani Smith,"DET, FLA",R,25,1998-02-28,Thornhill,ON,CAN,CAN,74,214,2016,DET,2,16,46
559,Boris Katchouk,CHI,L,24,1998-06-18,Waterloo,ON,CAN,CAN,74,206,2016,T.B,2,14,44
560,Jordan Kyrou,STL,C,24,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,STL,2,5,35
561,Riley Stillman,"BUF, VAN",D,25,1998-03-09,Peterborough,ON,CAN,CAN,73,196,2016,FLA,4,23,114
562,Taylor Raddysh,CHI,R,25,1998-02-18,Caledon,ON,CAN,CAN,75,198,2016,T.B,2,28,58
563,Noah Gregor,S.J,C,24,1998-07-28,Beaumont,AB,CAN,CAN,72,190,2016,S.J,4,20,111
564,Dennis Cholowski,NYI,D,25,1998-02-15,Langley,BC,CAN,CAN,74,210,2016,DET,1,20,20
565,Samuel Girard,COL,D,24,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,NSH,2,17,47
566,Pierre-Luc Dubois,WPG,L,24,1998-06-24,Ste-Agathe-Des-Monts,QC,CAN,CAN,76,214,2016,CBJ,1,3,3
567,Jake Bean,CBJ,D,24,1998-06-09,Calgary,AB,CAN,CAN,73,196,2016,CAR,1,13,13
568,Henrik Borgstrom,WSH,C,25,1997-08-06,Helsinki,,FIN,FIN,75,199,2016,FLA,1,23,23
569,Jesper Bratt,N.J,L,24,1998-07-30,Stockholm,,SWE,SWE,70,175,2016,N.J,6,11,162
570,Mikhail Sergachev,T.B,D,24,1998-06-25,Nizhnekamsk,,RUS,RUS,73,217,2016,MTL,1,9,9
571,Nathan Bastian,N.J,R,25,1997-12-06,Kitchener,ON,CAN,CAN,76,205,2016,N.J,2,11,41
572,Michael McLeod,N.J,C,25,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016,N.J,1,12,12
573,Tage Thompson,BUF,"C, R",25,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,STL,1,26,26
574,Jacob Moverare,L.A,D,24,1998-08-31,Ostersund,,SWE,SWE,75,210,2016,L.A,4,21,112
575,Alex Nylander,PIT,L,25,1998-03-02,Calgary,AB,CAN,CAN,73,192,2016,BUF,1,8,8
576,Filip Hronek,"DET, VAN",D,25,1997-11-02,Hradec Králové,,CZE,CZE,72,190,2016,DET,2,23,53
577,Jacob MacDonald,"COL, S.J",D,30,1993-02-26,Portland,OR,USA,,72,204,-,-,-,-,-
578,Troy Stecher,"ARI, CGY",D,29,1994-04-07,Richmond,BC,CAN,CAN,70,184,-,-,-,-,-
579,Nikita Zaitsev,"CHI, OTT",D,31,1991-10-29,Moscow,,RUS,RUS,74,192,-,-,-,-,-
580,Drake Caggiula,PIT,C,28,1994-06-20,Pickering,ON,CAN,CAN,70,176,-,-,-,-,-
581,Rem Pitlick,MTL,C,26,1997-04-02,Ottawa,ON,CAN,CAN,71,186,2016,NSH,3,15,76
582,Fredrik Karlstrom,DAL,C,25,1998-01-12,Stockholm,,SWE,SWE,75,200,2016,DAL,3,29,90
583,Brandon Duhaime,MIN,R,25,1997-05-22,Coral Springs,FL,USA,USA,74,200,2016,MIN,4,15,106
584,Lucas Carlsson,FLA,D,25,1997-07-05,Gävle,,SWE,SWE,72,189,2016,CHI,4,19,110
585,Ross Colton,T.B,C,26,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016,T.B,4,27,118
586,Otto Koivula,NYI,L,24,1998-09-01,Nokia,,FIN,FIN,77,225,2016,NYI,4,29,120
587,Joona Koppanen,BOS,L,25,1998-02-25,Tampere,,FIN,FIN,77,216,2016,BOS,5,14,135
588,Axel Jonsson-Fjallby,WPG,L,25,1998-02-10,Stockholm,,SWE,SWE,73,189,2016,WSH,5,26,147
589,Brandon Hagel,T.B,L,24,1998-08-27,Saskatoon,SK,CAN,CAN,74,179,2016,BUF,6,8,159
590,Michael Pezzetta,MTL,L,25,1998-03-13,Toronto,ON,CAN,CAN,73,210,2016,MTL,6,9,160
591,Oskar Steen,BOS,C,25,1998-03-09,Karlstad,,SWE,SWE,70,193,2016,BOS,6,14,165
592,Matthew Phillips,CGY,C,25,1998-04-06,Calgary,AB,CAN,CAN,67,140,2016,CGY,6,15,166
593,Tanner Laczynski,PHI,C,25,1997-06-01,Minooka,IL,USA,USA,73,190,2016,PHI,6,18,169
594,Mikhail Maltsev,COL,L,25,1998-03-12,St. Petersburg,,RUS,RUS,75,198,2016,N.J,4,11,102
595,Vincent Desharnais,EDM,D,26,1996-05-29,Laval,QC,CAN,CAN,78,215,2016,EDM,7,2,183
596,Casey Fitzgerald,"BUF, FLA",D,26,1997-02-25,North Reading,MA,USA,USA,71,188,2016,BUF,3,25,86
597,Dylan Gambrell,OTT,C,26,1996-08-26,Bonney Lake,WA,USA,USA,71,185,2016,S.J,2,30,60
598,Michael Eyssimont,"S.J, T.B, WPG",C,26,1996-09-09,Littleton,CO,USA,USA,72,180,2016,L.A,5,21,142
599,Jeremy Davies,BUF,D,26,1996-12-04,St-Anne-de-Bellevue,QC,CAN,CAN,71,180,2016,N.J,7,11,192
600,Michael Carcone,ARI,L,26,1996-05-19,Ajax,ON,CAN,CAN,69,170,-,-,-,-,-
601,Dylan Coghlan,CAR,D,25,1998-02-19,Duncan,BC,CAN,CAN,74,208,-,-,-,-,-
602,Matt Luff,DET,R,25,1997-05-05,Oakville,ON,CAN,CAN,74,196,-,-,-,-,-
603,Tanner Jeannot,"NSH, T.B",L,25,1997-05-29,Estevan,SK,CAN,CAN,74,208,-,-,-,-,-
604,Mathieu Olivier,CBJ,R,26,1997-02-11,Biloxi,MS,USA,USA,73,217,-,-,-,-,-
605,Trevor Moore,L.A,"C, L",28,1995-03-31,Thousand Oaks,CA,USA,USA,70,195,-,-,-,-,-
606,Jeffrey Viel,S.J,L,26,1997-01-28,Rimouski,QC,CAN,CAN,74,205,-,-,-,-,-
607,Alex Barré-Boulet,T.B,C,25,1997-05-21,Montmagny,QC,CAN,CAN,70,180,-,-,-,-,-
608,Zack MacEwen,"L.A, PHI",C,26,1996-07-08,Charlottetown,PE,CAN,CAN,75,205,-,-,-,-,-
609,Justin Danforth,CBJ,R,30,1993-03-15,Oshawa,ON,CAN,CAN,69,190,-,-,-,-,-
610,Zach Aston-Reese,TOR,C,28,1994-08-10,Staten Island,NY,USA,USA,73,205,-,-,-,-,-
611,Gavin Bayreuther,CBJ,D,28,1994-05-12,Canaan,NH,USA,USA,73,196,-,-,-,-,-
612,Vinni Lettieri,BOS,C,28,1995-02-06,Excelsior,MN,USA,USA,70,184,-,-,-,-,-
613,Mason Shaw,MIN,C,24,1998-11-03,Lloydminster,AB,CAN,CAN,70,184,2017,MIN,4,4,97
614,Juuso Valimaki,ARI,D,24,1998-10-06,Tampere,,FIN,FIN,74,205,2017,CGY,1,16,16
615,Kailer Yamamoto,EDM,R,24,1998-09-29,Spokane,WA,USA,USA,68,153,2017,EDM,1,22,22
616,Nicolas Hague,VGK,D,24,1998-12-05,Kitchener,ON,CAN,CAN,78,230,2017,VGK,2,3,34
617,Jonah Gadjovich,S.J,L,24,1998-10-12,Whitby,ON,CAN,CAN,74,209,2017,VAN,2,24,55
618,Conor Timmins,"ARI, TOR",D,24,1998-09-18,St. Catharines,ON,CAN,CAN,74,202,2017,COL,2,1,32
619,Mario Ferraro,S.J,D,24,1998-09-17,Toronto,ON,CAN,CAN,72,209,2017,S.J,2,18,49
620,Cal Foote,"NSH, T.B",D,24,1998-12-13,Denver,CO,USA,USA,77,224,2017,T.B,1,14,14
621,Cale Fleury,SEA,D,24,1998-11-19,Carlyle,SK,CAN,CAN,73,204,2017,MTL,3,25,87
622,Morgan Geekie,SEA,C,24,1998-07-20,Strathclair,MB,CAN,CAN,75,200,2017,CAR,3,5,67
623,Jake Leschyshyn,"NYR, VGK",C,24,1999-03-10,Raleigh,NC,USA,USA,71,195,2017,VGK,2,31,62
624,Michael Rasmussen,DET,C,23,1999-04-17,Vancouver,BC,CAN,CAN,78,211,2017,DET,1,9,9
625,Jaret Anderson-Dolan,L.A,C,23,1999-09-12,Calgary,AB,CAN,CAN,71,200,2017,L.A,2,10,41
626,Cody Glass,NSH,C,24,1999-04-01,Winnipeg,MB,CAN,CAN,75,206,2017,VGK,1,6,6
627,Mikey Anderson,L.A,D,23,1999-05-25,Fridley,MN,USA,USA,72,195,2017,L.A,4,10,103
628,Casey Mittelstadt,BUF,C,24,1998-11-22,Edina,MN,USA,USA,73,195,2017,BUF,1,8,8
629,Urho Vaakanainen,ANA,D,24,1999-01-01,Joensuu,,FIN,FIN,74,200,2017,BOS,1,18,18
630,Nico Hischier,N.J,C,24,1999-01-04,Brig,,CHE,CHE,73,175,2017,N.J,1,1,1
631,Jesper Boqvist,N.J,C,24,1998-10-30,Falun,,SWE,SWE,72,180,2017,N.J,2,5,36
632,Jonas Rondbjerg,VGK,R,24,1999-03-31,Horsholm,,DNK,DNK,74,203,2017,VGK,3,3,65
633,Adam Ruzicka,CGY,C,23,1999-05-11,Bratislava,,SVK,SVK,76,215,2017,CGY,4,16,109
634,Eeli Tolvanen,"NSH, SEA",R,23,1999-04-22,Vihti,,FIN,FIN,70,191,2017,NSH,1,30,30
635,Klim Kostin,EDM,C,23,1999-05-05,Penza,,RUS,RUS,75,215,2017,STL,1,31,31
636,Elias Pettersson,VAN,C,24,1998-11-12,Sundsvall,,SWE,SWE,74,176,2017,VAN,1,5,5
637,Gabriel Vilardi,L.A,"C, R",23,1999-08-16,Kingston,ON,CAN,CAN,75,215,2017,L.A,1,11,11
638,Owen Tippett,PHI,R,24,1999-02-16,Peterborough,ON,CAN,CAN,73,207,2017,FLA,1,10,10
639,Nick Suzuki,MTL,C,23,1999-08-10,London,ON,CAN,CAN,71,208,2017,VGK,1,13,13
640,Jack Studnicka,"BOS, VAN",C,24,1999-02-18,Windsor,ON,CAN,CAN,73,187,2017,BOS,2,22,53
641,Robert Thomas,STL,C,23,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,STL,1,20,20
642,MacKenzie Entwistle,CHI,R,23,1999-07-14,Georgetown,ON,CAN,CAN,75,184,2017,ARI,3,7,69
643,Jason Robertson,DAL,L,23,1999-07-22,Arcadia,CA,USA,USA,75,200,2017,DAL,2,8,39
644,Morgan Frost,PHI,C,23,1999-05-14,Aurora,ON,CAN,CAN,71,170,2017,PHI,1,27,27
645,Max Comtois,ANA,L,24,1999-01-08,Longueuil,QC,CAN,CAN,74,210,2017,ANA,2,19,50
646,Shane Bowers,COL,C,23,1999-07-30,Halifax,NS,CAN,CAN,74,186,2017,OTT,1,28,28
647,Joel Teasdale,MTL,L,24,1999-03-11,Repentigny,QC,CAN,CAN,72,212,-,-,-,-,-
648,Henri Jokiharju,BUF,D,23,1999-06-17,Oulu,,FIN,FIN,72,200,2017,CHI,1,29,29
649,Miro Heiskanen,DAL,D,23,1999-07-18,Espoo,,FIN,FIN,73,195,2017,DAL,1,3,3
650,Aleksi Heponiemi,FLA,C,24,1999-01-09,Tampere,,FIN,FIN,70,155,2017,FLA,2,9,40
651,Martin Necas,CAR,C,24,1999-01-15,Nove Mesto na Morave,,CZE,CZE,74,189,2017,CAR,1,12,12
652,Dmitri Samorukov,STL,D,23,1999-06-16,Volgograd,,RUS,RUS,75,188,2017,EDM,3,22,84
653,Timothy Liljegren,TOR,D,23,1999-04-30,Kristianstad,,SWE,SWE,73,192,2017,TOR,1,17,17
654,Dylan Samberg,WPG,D,24,1999-01-24,Saginaw,MN,USA,USA,76,219,2017,WPG,2,12,43
655,Jack Rathbone,VAN,D,23,1999-05-20,Boston,MA,USA,USA,70,177,2017,VAN,4,2,95
656,Pierre-Olivier Joseph,PIT,D,23,1999-07-01,Laval,QC,CAN,CAN,74,185,2017,ARI,1,23,23
657,Josh Norris,OTT,C,23,1999-05-05,Oxford,MI,USA,USA,74,195,2017,S.J,1,19,19
658,Ryan Poehling,PIT,C,24,1999-01-03,Lakeville,MN,USA,USA,74,196,2017,MTL,1,25,25
659,Cale Makar,COL,D,24,1998-10-30,Calgary,AB,CAN,CAN,71,187,2017,COL,1,4,4
660,Ian Mitchell,CHI,D,24,1999-01-18,St. Albert,AB,CAN,CAN,71,193,2017,CHI,2,26,57
661,Robin Salo,NYI,D,24,1998-10-13,Espoo,,FIN,FIN,74,190,2017,NYI,2,15,46
662,Lias Andersson,L.A,C,24,1998-10-13,Smogen,,SWE,SWE,73,185,2017,NYR,1,7,7
663,Erik Brannstrom,OTT,D,23,1999-09-02,Eksjo,,SWE,SWE,70,185,2017,VGK,1,15,15
664,Filip Chytil,NYR,C,23,1999-09-05,Kromeriz,,CZE,CZE,74,204,2017,NYR,1,21,21
665,Nick DeSimone,CGY,D,28,1994-11-21,East Amherst,NY,USA,USA,74,185,-,-,-,-,-
666,Alex Iafallo,L.A,L,29,1993-12-21,Eden,NY,USA,USA,72,200,-,-,-,-,-
667,David Kampf,TOR,C,28,1995-01-12,Chomutov,,CZE,CZE,74,197,-,-,-,-,-
668,Neal Pionk,WPG,D,27,1995-07-29,Hermantown,MN,USA,USA,72,185,-,-,-,-,-
669,Calle Rosen,STL,D,29,1994-02-02,Vaxjo,,SWE,SWE,73,188,-,-,-,-,-
670,Radim Simek,S.J,D,30,1992-09-20,Mlada Boleslav,,CZE,CZE,72,204,-,-,-,-,-
671,Jan Rutta,PIT,D,32,1990-07-29,Písek,,CZE,CZE,75,204,-,-,-,-,-
672,Gustav Lindstrom,DET,D,24,1998-10-20,Ostervala,,SWE,SWE,74,186,2017,DET,2,7,38
673,Eetu Luostarinen,FLA,C,24,1998-09-02,Siilinjarvi,,FIN,FIN,75,190,2017,CAR,2,11,42
674,Fabian Zetterlund,"N.J, S.J",L,23,1999-08-25,Karlstad,,SWE,SWE,71,220,2017,N.J,3,1,63
675,Johnathan Kovacevic,MTL,D,25,1997-07-12,Niagara Falls,ON,CAN,CAN,76,208,2017,WPG,3,12,74
676,Jacob Bryson,BUF,D,25,1997-11-18,London,ON,CAN,CAN,69,176,2017,BUF,4,6,99
677,Emil Bemstrom,CBJ,R,23,1999-06-01,Nykoping,,SWE,SWE,72,195,2017,CBJ,4,24,117
678,Drake Batherson,OTT,R,24,1998-04-27,Fort Wayne,IN,USA,USA,75,200,2017,OTT,4,28,121
679,Jacob Peterson,"DAL, S.J",C,23,1999-07-19,Lidkoping,,SWE,SWE,73,180,2017,DAL,5,8,132
680,Noah Cates,PHI,L,24,1999-02-05,Stillwater,MN,USA,USA,73,165,2017,PHI,5,13,137
681,Marián Studeni,DAL,L,24,1998-10-28,Skalica,,SVK,SVK,73,190,2017,N.J,5,19,143
682,Arnaud Durandeau,NYI,L,24,1999-01-14,Montreal,QC,CAN,CAN,72,185,2017,NYI,6,10,165
683,Olle Lycksell,PHI,R,23,1999-08-24,Oskarshamn,,SWE,SWE,70,163,2017,PHI,6,13,168
684,Nick Perbix,T.B,D,24,1998-06-15,Minneapolis,MN,USA,USA,74,191,2017,T.B,6,14,169
685,Cole Guttman,CHI,C,24,1999-04-06,Northridge,CA,USA,USA,69,167,2017,T.B,6,25,180
686,Samuel Walker,MIN,C,23,1999-06-07,Edina,MN,USA,USA,70,180,2017,T.B,7,14,200
687,Nick Swaney,MIN,R,25,1997-09-09,Burnsville,MN,USA,USA,70,178,2017,MIN,7,23,209
688,Alexey Toropchenko,STL,R,23,1999-06-25,Moscow,,RUS,RUS,78,222,2017,STL,4,20,113
689,Morgan Barron,WPG,C,24,1998-12-02,Halifax,NS,CAN,CAN,76,220,2017,NYR,6,19,174
690,Carson Meyer,CBJ,R,25,1997-08-18,Powell,OH,USA,USA,71,184,-,-,-,-,-
691,Sheldon Dries,VAN,C,28,1994-04-23,Macomb Township,WI,USA,USA,69,180,-,-,-,-,-
692,David Gust,CHI,R,29,1994-02-21,Orland Park,IL,USA,USA,70,177,-,-,-,-,-
693,Sean Walker,L.A,D,28,1994-11-13,Keswick,ON,CAN,CAN,71,195,-,-,-,-,-
694,Mark Kastelic,OTT,C,24,1999-03-11,Phoenix,AZ,USA,,75,233,2019,OTT,5,1,125
695,Sean Durzi,L.A,D,24,1998-10-21,Mississauga,ON,CAN,CAN,72,195,2018,TOR,2,21,52
696,Mac Hollowell,TOR,D,24,1998-09-26,Niagara Falls,ON,CAN,CAN,69,170,2018,TOR,4,25,118
697,Trey Fix-Wolansky,CBJ,R,23,1999-05-26,Edmonton,AB,CAN,CAN,67,191,2018,CBJ,7,18,204
698,Kristian Reichel,WPG,C,24,1998-06-11,Most,,CZE,CZE,72,168,-,-,-,-,-
699,Parker Kelly,OTT,L,23,1999-05-14,Camrose,AB,CAN,CAN,72,190,-,-,-,-,-
700,Pius Suter,DET,C,26,1996-05-24,Zurich,,CHE,CHE,71,179,-,-,-,-,-
701,Austin Strand,ANA,D,26,1997-02-17,Calgary,AB,CAN,,75,215,-,-,-,-,-
702,James Hamblin,EDM,L,23,1999-04-27,Edmonton,AB,CAN,CAN,69,176,-,-,-,-,-
703,Zach Whitecloud,VGK,D,26,1996-11-28,Brandon,MB,CAN,CAN,74,207,-,-,-,-,-
704,Kiefer Sherwood,NSH,L,28,1995-03-31,Columbus,OH,USA,USA,72,194,-,-,-,-,-
705,Eric Robinson,CBJ,L,27,1995-06-14,BELLMAWR,NJ,USA,USA,74,205,-,-,-,-,-
706,Sheldon Rempal,VGK,R,27,1995-08-07,Calgary,AB,CAN,CAN,70,165,-,-,-,-,-
707,Oliver Wahlstrom,NYI,R,22,2000-06-13,Portland,ME,USA,USA,74,204,2018,NYI,1,11,11
708,Martin Fehervary,WSH,D,23,1999-10-06,Bratislava,,SVK,SVK,74,199,2018,WSH,2,15,46
709,Joel Farabee,PHI,L,23,2000-02-25,Syracuse,NY,USA,USA,72,183,2018,PHI,1,14,14
710,Philipp Kurashev,CHI,C,23,1999-10-12,Munsingen,,CHE,CHE,72,190,2018,CHI,4,27,120
711,Quinn Hughes,VAN,D,23,1999-10-14,Orlando,FL,USA,USA,70,180,2018,VAN,1,7,7
712,Brady Tkachuk,OTT,L,23,1999-09-16,Scottsdale,AZ,USA,USA,76,221,2018,OTT,1,4,4
713,Ryan McLeod,EDM,C,23,1999-09-21,Mississauga,ON,CAN,CAN,74,207,2018,EDM,2,9,40
714,Evan Bouchard,EDM,D,23,1999-10-20,Oakville,ON,CAN,CAN,75,194,2018,EDM,1,10,10
715,Isac Lundestrom,ANA,C,23,1999-11-06,Gallivare,,SWE,SWE,72,193,2018,ANA,1,23,23
716,Mattias Samuelsson,BUF,D,23,2000-03-14,Philadelphia,PA,USA,USA,76,231,2018,BUF,2,1,32
717,Joe Veleno,DET,C,23,2000-01-13,Montreal,QC,CAN,CAN,73,203,2018,DET,1,30,30
718,K'Andre Miller,NYR,D,23,2000-01-21,St. Paul,MN,USA,USA,77,215,2018,NYR,1,22,22
719,Filip Kral,TOR,D,23,1999-10-20,Blansko,,CZE,CZE,74,198,2018,TOR,5,25,149
720,Filip Zadina,DET,R,23,1999-11-27,Pardubice,,CZE,CZE,72,190,2018,DET,1,6,6
721,Martin Kaut,"COL, S.J",R,23,1999-10-02,Brno,,CZE,CZE,74,190,2018,COL,1,16,16
722,Alexander Alexeyev,WSH,D,23,1999-11-15,St. Petersburg,,RUS,RUS,76,213,2018,WSH,1,31,31
723,Jesperi Kotkaniemi,CAR,C,22,2000-07-06,Pori,,FIN,FIN,74,201,2018,MTL,1,3,3
724,Andrei Svechnikov,CAR,R,23,2000-03-26,Barnual,,RUS,RUS,74,195,2018,CAR,1,2,2
725,Alec Regula,CHI,D,22,2000-08-06,West Bloomfield,MI,USA,USA,76,208,2018,DET,3,5,67
726,Vitali Kravtsov,"NYR, VAN",R,23,1999-12-23,Vladivostok,,RUS,RUS,75,186,2018,NYR,1,9,9
727,Jack Drury,CAR,C,23,2000-02-03,New York,NY,USA,USA,71,174,2018,CAR,2,11,42
728,Jonathan Gruden,PIT,C,22,2000-05-04,Rochester Hills,MI,USA,USA,72,172,2018,OTT,4,2,95
729,Rasmus Dahlin,BUF,D,23,2000-04-13,Trollhattan,,SWE,SWE,75,202,2018,BUF,1,1,1
730,Filip Hallander,PIT,C,22,2000-06-29,Sundsvall,,SWE,SWE,73,190,2018,PIT,2,27,58
731,Grigori Denisenko,FLA,L,22,2000-06-24,Novosibirsk,,RUS,RUS,71,186,2018,FLA,1,15,15
732,Rasmus Kupari,L.A,C,23,2000-03-15,Kotka,,FIN,FIN,74,200,2018,L.A,1,20,20
733,Sampo Ranta,COL,L,22,2000-05-31,Naantali,,FIN,FIN,74,195,2018,COL,3,16,78
734,Ty Dellandrea,DAL,C,22,2000-07-21,Toronto,ON,CAN,CAN,73,195,2018,DAL,1,13,13
735,Barrett Hayton,ARI,C,22,2000-06-09,Peterborough,ON,CAN,CAN,73,207,2018,ARI,1,5,5
736,Liam Foudy,CBJ,C,23,2000-02-04,Toronto,ON,CAN,CAN,74,188,2018,CBJ,1,18,18
737,Jack McBain,ARI,C,23,2000-01-06,Toronto,ON,CAN,CAN,75,201,2018,MIN,3,1,63
738,Kevin Bahl,N.J,D,22,2000-06-27,New Westminster,BC,CAN,CAN,78,230,-,-,-,-,-
739,Gabriel Fortier,T.B,L,23,2000-02-06,Lachine,QC,CAN,CAN,70,177,2018,T.B,2,28,59
740,Noah Dobson,NYI,D,23,2000-01-07,Summerside,PE,CAN,CAN,76,194,2018,NYI,1,12,12
741,Benoit-Olivier Groulx,ANA,C,23,2000-02-06,Gatineau,QC,CAN,CAN,74,200,2018,ANA,2,23,54
742,Adam Boqvist,CBJ,D,22,2000-08-15,Falun,,SWE,SWE,72,182,2018,CHI,1,8,8
743,Rasmus Sandin,"TOR, WSH",D,23,2000-03-07,Uppsala,,SWE,SWE,71,182,2018,TOR,1,29,29
744,Adam Ginning,PHI,D,23,2000-01-13,Linkoping,,SWE,SWE,75,188,2018,PHI,2,19,50
745,Nils Lundkvist,DAL,D,22,2000-07-27,Pitea,,SWE,SWE,71,190,2018,NYR,1,28,28
746,Jacob Bernard-Docker,OTT,D,22,2000-06-30,Canmore,AB,CAN,CAN,72,190,2018,OTT,1,26,26
747,Jakub Lauko,BOS,C,23,2000-03-28,Prague,,CZE,CZE,72,196,2018,BOS,3,15,77
748,Ty Smith,PIT,D,23,2000-03-24,Lloydminster,AB,CAN,CAN,71,180,2018,N.J,1,17,17
749,Calen Addison,MIN,D,23,2000-04-11,Brandon,MB,CAN,CAN,71,173,2018,PIT,2,22,53
750,Jordan Harris,MTL,D,22,2000-07-07,Haverhill,MA,USA,USA,71,189,2018,MTL,3,9,71
751,Jan Jenik,ARI,R,22,2000-09-15,Nymburk,,CZE,CZE,73,185,2018,ARI,3,3,65
752,Michael Kesselring,ARI,D,23,2000-01-13,New Hampton,NH,USA,USA,76,190,2018,EDM,6,9,164
753,Kirill Marchenko,CBJ,R,22,2000-07-21,Barnaul,,RUS,RUS,75,197,2018,CBJ,2,18,49
754,Karson Kuhlman,"SEA, WPG",C,27,1995-09-26,Esko,MN,USA,USA,70,184,-,-,-,-,-
755,Jordan Gross,NSH,D,27,1995-05-09,Maple Grove,MN,USA,USA,70,190,-,-,-,-,-
756,Lawrence Pilut,BUF,D,27,1995-12-30,Tingsryd,,SWE,SWE,71,194,-,-,-,-,-
757,Ilya Lyubushkin,BUF,D,29,1994-04-06,Moscow,,RUS,RUS,74,200,-,-,-,-,-
758,Semyon Der-Arguchintsev,TOR,C,22,2000-09-15,Moscow,,RUS,RUS,70,188,2018,TOR,3,14,76
759,Nathan Smith,ARI,C,24,1998-10-19,Tampa,FL,USA,USA,72,177,2018,WPG,3,29,91
760,Connor Dewar,MIN,C,23,1999-06-26,Gilbert Plains,MB,CAN,CAN,70,183,2018,MIN,3,30,92
761,Damien Giroux,MIN,C,23,2000-03-03,Sudbury,ON,CAN,CAN,70,179,2018,MIN,5,31,155
762,Pontus Holmberg,TOR,R,24,1999-03-09,Vasteras,,SWE,SWE,72,202,2018,TOR,6,1,156
763,Tyler Tucker,STL,D,23,2000-03-01,Thunder Bay,ON,CAN,CAN,73,204,2018,STL,7,14,200
764,Jonatan Berggren,DET,R,22,2000-07-16,Uppsala,,SWE,SWE,71,197,2018,DET,2,2,33
765,Alexander Romanov,NYI,D,23,2000-01-06,Moscow,,RUS,RUS,73,215,2018,MTL,2,7,38
766,David Gustafsson,WPG,C,23,2000-04-11,Tingsryd,,SWE,SWE,74,212,2018,WPG,2,29,60
767,Paul Cotter,VGK,C,23,1999-11-16,Canton,MI,USA,USA,74,212,2018,VGK,4,22,115
768,Cole Koepke,T.B,L,24,1998-05-17,Two Harbors,MN,USA,USA,73,196,2018,T.B,6,28,183
769,Spencer Stastney,NSH,D,23,2000-01-04,Woodbridge,IL,USA,USA,72,184,2018,NSH,5,7,131
770,Jesse Ylonen,MTL,R,23,1999-10-03,Scottsdale,AZ,USA,USA,73,188,2018,MTL,2,4,35
771,Yegor Sharangovich,N.J,C,24,1998-06-06,Minsk,,BLR,BLR,74,196,2018,N.J,5,17,141
772,Hugh McGing,STL,L,24,1998-07-11,Chicago,IL,USA,USA,68,176,2018,STL,5,14,138
773,Tim Berni,CBJ,D,23,2000-02-11,Mannedorf,,CHE,CHE,72,192,2018,CBJ,6,4,159
774,John Leonard,NSH,L,24,1998-08-07,Westwood,NJ,USA,USA,71,196,2018,S.J,6,27,182
775,Rafael Harvey-Pinard,MTL,L,24,1999-01-06,Saguenay,QC,CAN,CAN,69,181,2019,MTL,7,15,201
776,Egor Sokolov,OTT,L,22,2000-06-07,Yekaterinburg,,RUS,RUS,75,222,-,-,-,-,-
777,Simon Benoit,ANA,D,24,1998-09-19,Laval,QC,CAN,CAN,75,203,-,-,-,-,-
778,Reese Johnson,CHI,C,24,1998-07-10,Regina,SK,CAN,CAN,73,193,-,-,-,-,-
779,Jake Christiansen,CBJ,D,23,1999-09-12,West Vancouver,BC,CAN,CAN,72,193,-,-,-,-,-
780,Brayden Pachal,VGK,D,23,1999-08-23,Estevan,SK,CAN,CAN,74,203,-,-,-,-,-
781,Egor Zamula,PHI,D,23,2000-03-30,Chelyabinsk,,RUS,RUS,75,177,-,-,-,-,-
782,Logan O'Connor,COL,R,26,1996-08-14,Missouri City,TX,USA,USA,72,175,-,-,-,-,-
783,Samuel Fagemo,L.A,L,23,2000-03-14,Goteborg,,SWE,SWE,72,200,2019,L.A,2,19,50
784,Jacob Lucchini,OTT,C,27,1995-05-09,Trail,BC,CAN,CAN,72,180,-,-,-,-,-
785,Taro Hirose,DET,L,26,1996-06-30,Calgary,AB,CAN,CAN,70,162,-,-,-,-,-
786,Joe Snively,WSH,C,27,1996-01-01,Herndon,VA,USA,USA,69,176,-,-,-,-,-
