,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP,Y4 EV ATOI,Y4 EV P/60
Roman Josi 2020,Roman Josi,2020,D,29.334,73,201,81.0,72.0,75.0,82,81,3.5,19.5898,1.6061999999999999
Roman Josi 2021,Roman Josi,2021,D,30.336,73,201,72.0,75.0,82.0,81,68,-9.5,20.406,1.7898
Roman Josi 2022,Roman Josi,2022,D,31.336,73,201,75.0,82.0,81.0,68,80,3.5,20.7202,1.0475
Roman Josi 2023,Roman Josi,2023,D,32.335,73,201,82.0,81.0,68.0,80,67,-10.75,21.4081,2.067
Justin Schultz 2015,Justin Schultz,2015,D,24.239,74,190,,,82.0,74,81,3.0,18.8914,0.9013000000000001
Justin Schultz 2016,Justin Schultz,2016,D,25.238,74,190,,82.0,74.0,81,63,-16.0,19.4691,0.7229
Justin Schultz 2017,Justin Schultz,2017,D,26.24,74,190,82.0,74.0,81.0,63,78,3.0,15.427,0.6174
Justin Schultz 2018,Justin Schultz,2018,D,27.24,74,190,74.0,81.0,63.0,78,63,-11.0,17.5844,1.3561
Justin Schultz 2023,Justin Schultz,2023,D,32.239,74,190,29.0,54.0,67.0,74,73,17.0,15.4358,0.9456
Travis Hamonic 2013,Travis Hamonic,2013,D,22.128,73,200,,,62.0,73,82,14.5,19.074,0.7757000000000001
Travis Hamonic 2014,Travis Hamonic,2014,D,23.127,73,200,,62.0,73.0,82,69,-3.3333333333333286,18.7545,0.39990000000000003
Travis Hamonic 2015,Travis Hamonic,2015,D,24.127,73,200,62.0,73.0,82.0,69,71,-0.5,20.6476,0.6316999999999999
Travis Hamonic 2016,Travis Hamonic,2016,D,25.126,73,200,73.0,82.0,69.0,71,72,-1.75,18.7,1.1298
Travis Hamonic 2020,Travis Hamonic,2020,D,29.126,73,200,72.0,49.0,74.0,69,58,-8.0,17.7829,0.7824
Marco Scandella 2016,Marco Scandella,2016,D,25.602,75,212,63.0,10.0,76.0,64,73,19.75,18.7703,0.8491
Marco Scandella 2017,Marco Scandella,2017,D,26.604,75,212,10.0,76.0,64.0,73,71,15.25,18.2616,0.7652
Marco Scandella 2018,Marco Scandella,2018,D,27.604,75,212,76.0,64.0,73.0,71,82,11.0,16.3833,0.6705000000000001
Marco Scandella 2019,Marco Scandella,2019,D,28.603,75,212,64.0,73.0,71.0,82,63,-9.5,19.1085,0.651
Marco Scandella 2020,Marco Scandella,2020,D,29.602,75,212,73.0,71.0,82.0,63,73,0.75,15.5209,0.7364
Marco Scandella 2021,Marco Scandella,2021,D,30.605,75,212,71.0,82.0,63.0,73,71,-1.25,15.4866,0.8124
Marco Scandella 2022,Marco Scandella,2022,D,31.604,75,212,82.0,63.0,73.0,71,70,-2.25,17.4952,0.56
Michael Stone 2015,Michael Stone,2015,D,24.318,75,210,,13.0,68.0,70,81,30.666666666666664,15.3793,0.7803
Michael Stone 2016,Michael Stone,2016,D,25.318,75,210,13.0,68.0,70.0,81,75,17.0,18.0807,0.5325
Michael Stone 2017,Michael Stone,2017,D,26.32,75,210,68.0,70.0,81.0,75,64,-9.5,17.4591,1.008
Michael Stone 2018,Michael Stone,2018,D,27.319,75,210,70.0,81.0,75.0,64,82,9.5,16.6687,0.5624
TJ Brodie 2015,TJ Brodie,2015,D,24.318,74,187,3.0,54.0,80.0,81,81,26.5,20.2685,0.804
TJ Brodie 2016,TJ Brodie,2016,D,25.318,74,187,54.0,80.0,81.0,81,70,-4.0,20.9545,1.0251
TJ Brodie 2017,TJ Brodie,2017,D,26.32,74,187,80.0,81.0,81.0,70,82,4.0,20.304,1.4353
TJ Brodie 2018,TJ Brodie,2018,D,27.319,74,187,81.0,81.0,70.0,82,73,-5.5,18.4809,0.871
TJ Brodie 2019,TJ Brodie,2019,D,28.318,74,187,81.0,70.0,82.0,73,79,2.5,19.0505,0.9059999999999999
TJ Brodie 2020,TJ Brodie,2020,D,29.318,74,187,70.0,82.0,73.0,79,75,-1.0,18.5395,1.1881
TJ Brodie 2021,TJ Brodie,2021,D,30.32,74,187,82.0,73.0,79.0,75,82,4.75,18.0115,0.937
TJ Brodie 2022,TJ Brodie,2022,D,31.319,74,187,73.0,79.0,75.0,82,82,4.75,19.0997,0.6171
TJ Brodie 2023,TJ Brodie,2023,D,32.318,74,187,79.0,75.0,82.0,82,58,-21.5,18.7728,0.9743999999999999
Mark Borowiecki 2017,Mark Borowiecki,2017,D,27.223,74,204,10.0,13.0,63.0,63,70,32.75,12.2317,0.1558
Mark Borowiecki 2018,Mark Borowiecki,2018,D,28.223,74,204,13.0,63.0,63.0,70,52,-0.25,13.2443,0.1941
Jared Spurgeon 2014,Jared Spurgeon,2014,D,23.839,69,166,,53.0,70.0,66,67,4.0,17.065,0.7213
Jared Spurgeon 2015,Jared Spurgeon,2015,D,24.838,69,166,53.0,70.0,66.0,67,66,2.0,18.493,0.9201000000000001
Jared Spurgeon 2016,Jared Spurgeon,2016,D,25.838,69,166,70.0,66.0,67.0,66,77,9.75,18.4154,0.9380000000000001
Jared Spurgeon 2017,Jared Spurgeon,2017,D,26.84,69,166,66.0,67.0,66.0,77,76,7.0,19.1288,0.5295000000000001
Jared Spurgeon 2018,Jared Spurgeon,2018,D,27.839,69,166,67.0,66.0,77.0,76,61,-10.5,19.6042,1.2886
Jared Spurgeon 2019,Jared Spurgeon,2019,D,28.839,69,166,66.0,77.0,76.0,61,82,12.0,19.1238,1.2344
Jared Spurgeon 2020,Jared Spurgeon,2020,D,29.838,69,166,77.0,76.0,61.0,82,73,-1.0,19.3533,1.1721
Jared Spurgeon 2021,Jared Spurgeon,2021,D,30.84,69,166,76.0,61.0,82.0,73,79,6.0,17.4852,1.0516
Jared Spurgeon 2022,Jared Spurgeon,2022,D,31.839,69,166,61.0,82.0,73.0,79,65,-8.75,17.1796,1.0348
Jared Spurgeon 2023,Jared Spurgeon,2023,D,32.839,69,166,82.0,73.0,79.0,65,79,4.25,16.1082,1.4897999999999998
Jordie Benn 2016,Jordie Benn,2016,D,28.184,74,201,3.0,44.0,78.0,73,64,14.5,15.5733,0.7389000000000001
Jordie Benn 2017,Jordie Benn,2017,D,29.186,74,201,44.0,78.0,73.0,64,71,6.25,13.462,0.6964
Jordie Benn 2018,Jordie Benn,2018,D,30.186,74,201,78.0,73.0,64.0,71,77,5.5,14.9265,0.7927000000000001
Jordie Benn 2019,Jordie Benn,2019,D,31.185,74,201,73.0,64.0,71.0,77,81,9.75,16.7496,0.6978
Jordie Benn 2020,Jordie Benn,2020,D,32.184,74,201,64.0,71.0,77.0,81,51,-22.25,15.3749,1.06
Victor Hedman 2012,Victor Hedman,2012,D,20.786,79,244,,,74.0,79,61,-15.5,17.3078,1.0093
Victor Hedman 2013,Victor Hedman,2013,D,21.788,79,244,,74.0,79.0,61,75,3.6666666666666714,19.0694,0.9284000000000001
Victor Hedman 2014,Victor Hedman,2014,D,22.788,79,244,74.0,79.0,61.0,75,75,2.75,18.3307,1.339
Victor Hedman 2015,Victor Hedman,2015,D,23.787,79,244,79.0,61.0,75.0,75,59,-13.5,17.7809,1.5747
Victor Hedman 2018,Victor Hedman,2018,D,26.788,79,244,75.0,59.0,78.0,79,77,4.25,19.4561,1.5224
Victor Hedman 2019,Victor Hedman,2019,D,27.787,79,244,59.0,78.0,79.0,77,70,-3.25,19.8383,1.3748
Victor Hedman 2020,Victor Hedman,2020,D,28.787,79,244,78.0,79.0,77.0,70,77,1.0,17.3317,1.3848
Victor Hedman 2021,Victor Hedman,2021,D,29.789,79,244,79.0,77.0,70.0,77,79,3.25,18.5705,1.6155
Victor Hedman 2022,Victor Hedman,2022,D,30.788,79,244,77.0,70.0,77.0,79,82,6.25,19.2491,1.2122
Victor Hedman 2023,Victor Hedman,2023,D,31.787,79,244,70.0,77.0,79.0,82,76,-1.0,19.4398,1.7691
Oliver Ekman-Larsson 2014,Oliver Ekman-Larsson,2014,D,22.21,74,200,,48.0,82.0,82,80,9.333333333333329,18.3865,1.0878
Oliver Ekman-Larsson 2015,Oliver Ekman-Larsson,2015,D,23.209,74,200,48.0,82.0,82.0,80,82,9.0,18.906,0.8727
Oliver Ekman-Larsson 2016,Oliver Ekman-Larsson,2016,D,24.209,74,200,82.0,82.0,80.0,82,75,-6.5,18.7693,0.8576999999999999
Oliver Ekman-Larsson 2017,Oliver Ekman-Larsson,2017,D,25.211,74,200,82.0,80.0,82.0,75,79,-0.75,18.8709,1.1869
Oliver Ekman-Larsson 2018,Oliver Ekman-Larsson,2018,D,26.21,74,200,80.0,82.0,75.0,79,82,3.0,19.3061,0.7868999999999999
Oliver Ekman-Larsson 2019,Oliver Ekman-Larsson,2019,D,27.21,74,200,82.0,75.0,79.0,82,81,1.5,18.9159,1.0444
Oliver Ekman-Larsson 2020,Oliver Ekman-Larsson,2020,D,28.209,74,200,75.0,79.0,82.0,81,77,-2.25,18.7813,0.8676
Oliver Ekman-Larsson 2021,Oliver Ekman-Larsson,2021,D,29.211,74,200,79.0,82.0,81.0,77,67,-12.75,18.2139,1.0981
Oliver Ekman-Larsson 2022,Oliver Ekman-Larsson,2022,D,30.21,74,200,82.0,81.0,77.0,67,79,2.25,16.808,0.776
Oliver Ekman-Larsson 2023,Oliver Ekman-Larsson,2023,D,31.21,74,200,81.0,77.0,67.0,79,54,-22.0,18.4835,0.7807
Calvin de Haan 2017,Calvin de Haan,2017,D,25.4,73,195,,51.0,65.0,72,82,19.333333333333336,18.1519,0.6887000000000001
Calvin de Haan 2023,Calvin de Haan,2023,D,31.399,73,195,74.0,34.0,62.0,69,53,-6.75,17.1949,0.40449999999999997
Dmitry Kulikov 2012,Dmitry Kulikov,2012,D,20.923,73,201,,,68.0,72,58,-12.0,16.4583,1.0633
Dmitry Kulikov 2016,Dmitry Kulikov,2016,D,24.923,73,201,58.0,58.0,81.0,73,74,6.5,17.2968,0.7128000000000001
Dmitry Kulikov 2022,Dmitry Kulikov,2022,D,30.925,73,201,62.0,57.0,60.0,70,80,17.75,16.8514,0.2967
Dmitry Kulikov 2023,Dmitry Kulikov,2023,D,31.924,73,201,57.0,60.0,70.0,80,67,0.25,16.0606,1.1208
Nick Leddy 2014,Nick Leddy,2014,D,22.536,72,205,,46.0,82.0,82,82,12.0,14.7816,0.8456999999999999
Nick Leddy 2015,Nick Leddy,2015,D,23.535,72,205,46.0,82.0,82.0,82,78,5.0,14.3138,1.0735999999999999
Nick Leddy 2016,Nick Leddy,2016,D,24.535,72,205,82.0,82.0,82.0,78,81,0.0,17.2244,1.0718
Nick Leddy 2017,Nick Leddy,2017,D,25.537,72,205,82.0,82.0,78.0,81,81,0.25,19.393,0.8022
Nick Leddy 2018,Nick Leddy,2018,D,26.536,72,205,82.0,78.0,81.0,81,80,-0.5,18.8576,1.2176
Nick Leddy 2019,Nick Leddy,2019,D,27.535,72,205,78.0,81.0,81.0,80,82,2.0,18.4492,1.1381999999999999
Nick Leddy 2020,Nick Leddy,2020,D,28.535,72,205,81.0,81.0,80.0,82,70,-11.0,18.3138,0.6392
Nick Leddy 2021,Nick Leddy,2021,D,29.537,72,205,81.0,80.0,82.0,70,82,3.75,18.9678,0.8962
Nick Leddy 2022,Nick Leddy,2022,D,30.536,72,205,80.0,82.0,70.0,82,75,-3.5,18.9476,1.1309
Nick Leddy 2023,Nick Leddy,2023,D,31.535,72,205,82.0,70.0,82.0,75,78,0.75,19.1487,0.752
Brayden McNabb 2020,Brayden McNabb,2020,D,28.693,76,215,81.0,49.0,76.0,81,83,11.25,16.6099,0.669
Brayden McNabb 2021,Brayden McNabb,2021,D,29.696,76,215,49.0,76.0,81.0,83,60,-12.25,16.7739,0.403
Brayden McNabb 2022,Brayden McNabb,2022,D,30.695,76,215,76.0,81.0,83.0,60,69,-6.0,16.7386,0.6994
Brayden McNabb 2023,Brayden McNabb,2023,D,31.694,76,215,81.0,83.0,60.0,69,82,8.75,17.0039,0.8694
Tyson Barrie 2016,Tyson Barrie,2016,D,24.184,71,197,10.0,54.0,64.0,80,78,26.0,18.1727,1.527
Tyson Barrie 2017,Tyson Barrie,2017,D,25.186,71,197,54.0,64.0,80.0,78,74,5.0,19.5491,1.0230000000000001
Tyson Barrie 2018,Tyson Barrie,2018,D,26.186,71,197,64.0,80.0,78.0,74,68,-6.0,19.7338,1.1504
Tyson Barrie 2019,Tyson Barrie,2019,D,27.185,71,197,80.0,78.0,74.0,68,78,3.0,18.7603,1.2698
Tyson Barrie 2020,Tyson Barrie,2020,D,28.184,71,197,78.0,74.0,68.0,78,82,7.5,17.659,1.481
Tyson Barrie 2021,Tyson Barrie,2021,D,29.186,71,197,74.0,68.0,78.0,82,82,6.5,19.0817,1.2128
Tyson Barrie 2022,Tyson Barrie,2022,D,30.186,71,197,68.0,78.0,82.0,82,73,-4.5,17.7217,1.5114
Tyson Barrie 2023,Tyson Barrie,2023,D,31.185,71,197,78.0,82.0,82.0,73,85,6.25,15.69,0.9953
Dmitry Orlov 2018,Dmitry Orlov,2018,D,26.194,71,214,54.0,,82.0,82,82,9.333333333333329,18.1376,1.0893
Dmitry Orlov 2019,Dmitry Orlov,2019,D,27.193,71,214,,82.0,82.0,82,82,0.0,19.9557,0.99
Dmitry Orlov 2020,Dmitry Orlov,2020,D,28.192,71,214,82.0,82.0,82.0,82,81,-1.0,19.4465,1.0536
Dmitry Orlov 2021,Dmitry Orlov,2021,D,29.195,71,214,82.0,82.0,82.0,81,74,-7.75,19.742,0.9249999999999999
Dmitry Orlov 2022,Dmitry Orlov,2022,D,30.194,71,214,82.0,82.0,81.0,74,76,-3.75,18.384,1.28
Dmitry Orlov 2023,Dmitry Orlov,2023,D,31.193,71,214,82.0,81.0,74.0,76,66,-12.25,19.2213,1.2732
Brian Dumoulin 2018,Brian Dumoulin,2018,D,26.071,76,207,6.0,8.0,79.0,70,80,39.25,18.1781,0.5188
Brian Dumoulin 2019,Brian Dumoulin,2019,D,27.07,76,207,8.0,79.0,70.0,80,76,16.75,17.849,0.7563
Brian Dumoulin 2023,Brian Dumoulin,2023,D,31.07,76,207,76.0,33.0,60.0,76,82,20.75,19.2838,0.7369
Mattias Ekholm 2016,Mattias Ekholm,2016,D,25.356,76,215,2.0,1.0,62.0,80,82,45.75,16.8744,0.7111000000000001
Mattias Ekholm 2017,Mattias Ekholm,2017,D,26.358,76,215,1.0,62.0,80.0,82,82,25.75,17.3807,1.1787999999999998
Mattias Ekholm 2018,Mattias Ekholm,2018,D,27.357,76,215,62.0,80.0,82.0,82,81,4.5,19.7703,0.7032
Mattias Ekholm 2019,Mattias Ekholm,2019,D,28.357,76,215,80.0,82.0,82.0,81,80,-1.25,18.7907,0.7884
Mattias Ekholm 2020,Mattias Ekholm,2020,D,29.356,76,215,82.0,82.0,81.0,80,80,-1.25,19.7496,1.3292
Mattias Ekholm 2021,Mattias Ekholm,2021,D,30.358,76,215,82.0,81.0,80.0,80,68,-12.75,19.1483,1.1982
Mattias Ekholm 2022,Mattias Ekholm,2022,D,31.357,76,215,81.0,80.0,80.0,68,76,-1.25,18.622,1.3025
Mattias Ekholm 2023,Mattias Ekholm,2023,D,32.357,76,215,80.0,80.0,68.0,76,78,2.0,18.6279,1.1019
David Savard 2016,David Savard,2016,D,24.943,73,235,31.0,6.0,70.0,82,65,17.75,18.1152,1.0501
David Savard 2017,David Savard,2017,D,25.945,73,235,6.0,70.0,82.0,65,74,18.25,18.1592,0.9658
David Savard 2018,David Savard,2018,D,26.944,73,235,70.0,82.0,65.0,74,81,8.25,19.1381,0.8896999999999999
David Savard 2019,David Savard,2019,D,27.943,73,235,82.0,65.0,74.0,81,82,6.5,16.9835,0.6542
David Savard 2020,David Savard,2020,D,28.943,73,235,65.0,74.0,81.0,82,80,4.5,17.9321,0.9792000000000001
David Savard 2021,David Savard,2021,D,29.945,73,235,74.0,81.0,82.0,80,79,-0.25,18.5542,0.42800000000000005
David Savard 2022,David Savard,2022,D,30.944,73,235,81.0,82.0,80.0,79,62,-18.5,17.6633,0.3145
David Savard 2023,David Savard,2023,D,31.943,73,235,82.0,80.0,79.0,62,62,-13.75,17.8387,0.8679000000000001
Ben Chiarot 2021,Ben Chiarot,2021,D,29.4,75,232,59.0,57.0,78.0,81,60,-8.75,19.8051,0.922
Ben Chiarot 2022,Ben Chiarot,2022,D,30.399,75,232,57.0,78.0,81.0,60,74,5.0,18.6386,0.47109999999999996
Ben Chiarot 2023,Ben Chiarot,2023,D,31.399,75,232,78.0,81.0,60.0,74,76,2.75,18.7498,0.9513
Nick Jensen 2020,Nick Jensen,2020,D,29.027,73,205,,49.0,81.0,80,80,10.0,17.3535,0.8212
Nick Jensen 2021,Nick Jensen,2021,D,30.03,73,205,49.0,81.0,80.0,80,77,4.5,15.2922,0.40390000000000004
Nick Jensen 2022,Nick Jensen,2022,D,31.029,73,205,81.0,80.0,80.0,77,76,-3.5,14.5346,1.0904
Nick Jensen 2023,Nick Jensen,2023,D,32.028,73,205,80.0,80.0,77.0,76,77,-1.25,16.7522,0.9896
Brenden Dillon 2015,Brenden Dillon,2015,D,23.883,76,224,,1.0,82.0,80,80,25.666666666666664,18.5629,0.6060000000000001
Brenden Dillon 2016,Brenden Dillon,2016,D,24.882,76,224,1.0,82.0,80.0,80,76,15.25,18.096,0.3315
Brenden Dillon 2017,Brenden Dillon,2017,D,25.884,76,224,82.0,80.0,80.0,76,81,1.5,15.5629,0.5579999999999999
Brenden Dillon 2018,Brenden Dillon,2018,D,26.884,76,224,80.0,80.0,76.0,81,81,1.75,15.5632,0.476
Brenden Dillon 2019,Brenden Dillon,2019,D,27.883,76,224,80.0,76.0,81.0,81,82,2.5,15.8436,1.0286
Brenden Dillon 2020,Brenden Dillon,2020,D,28.882,76,224,76.0,81.0,81.0,82,81,1.0,16.577,0.9269000000000001
Brenden Dillon 2021,Brenden Dillon,2021,D,29.884,76,224,81.0,81.0,82.0,81,82,0.75,17.228,0.6562
Brenden Dillon 2022,Brenden Dillon,2022,D,30.884,76,224,81.0,82.0,81.0,82,79,-2.5,17.0452,1.0685
Brenden Dillon 2023,Brenden Dillon,2023,D,31.883,76,224,82.0,81.0,82.0,79,82,1.0,16.9656,0.8953
Radko Gudas 2018,Radko Gudas,2018,D,27.324,72,208,73.0,31.0,76.0,67,70,8.25,17.3172,1.1377000000000002
Radko Gudas 2019,Radko Gudas,2019,D,28.324,72,208,31.0,76.0,67.0,70,77,16.0,15.159,0.8481
Radko Gudas 2020,Radko Gudas,2020,D,29.323,72,208,76.0,67.0,70.0,77,74,1.5,15.2201,1.024
Radko Gudas 2021,Radko Gudas,2021,D,30.325,72,208,67.0,70.0,77.0,74,79,7.0,13.7466,1.0392000000000001
Radko Gudas 2022,Radko Gudas,2022,D,31.325,72,208,70.0,77.0,74.0,79,77,2.0,15.4731,0.7899
Radko Gudas 2023,Radko Gudas,2023,D,32.324,72,208,77.0,74.0,79.0,77,72,-4.75,15.8686,0.7364999999999999
Matt Irwin 2015,Matt Irwin,2015,D,26.84,74,200,,,64.0,62,53,-10.0,16.6065,0.7577
Justin Holl 2022,Justin Holl,2022,D,29.671,75,197,2.0,11.0,80.0,80,69,25.75,18.3088,1.1320999999999999
Justin Holl 2023,Justin Holl,2023,D,30.67,75,197,11.0,80.0,80.0,69,80,20.0,17.5973,0.9883
Patrik Nemeth 2020,Patrik Nemeth,2020,D,27.645,76,230,38.0,40.0,68.0,74,75,20.0,13.2608,0.5502
Patrik Nemeth 2021,Patrik Nemeth,2021,D,28.647,76,230,40.0,68.0,74.0,75,76,11.75,18.4698,0.4061
Patrik Nemeth 2022,Patrik Nemeth,2022,D,29.646,76,230,68.0,74.0,75.0,76,63,-10.25,15.6481,0.7373000000000001
Patrik Nemeth 2023,Patrik Nemeth,2023,D,30.646,76,230,74.0,75.0,76.0,63,75,3.0,14.977,0.44520000000000004
Jon Merrill 2023,Jon Merrill,2023,D,30.659,75,204,57.0,57.0,71.0,69,73,9.5,15.0937,1.1522
Justin Faulk 2014,Justin Faulk,2014,D,21.534,72,214,,,66.0,64,76,11.0,18.3026,0.9488999999999999
Justin Faulk 2015,Justin Faulk,2015,D,22.533,72,214,,66.0,64.0,76,82,13.333333333333329,18.8287,0.9643999999999999
Justin Faulk 2016,Justin Faulk,2016,D,23.532,72,214,66.0,64.0,76.0,82,64,-8.0,19.6579,1.0049
Justin Faulk 2017,Justin Faulk,2017,D,24.535,72,214,64.0,76.0,82.0,64,75,3.5,18.9169,0.9911
Justin Faulk 2018,Justin Faulk,2018,D,25.534,72,214,76.0,82.0,64.0,75,76,1.75,19.6587,0.9767
Justin Faulk 2019,Justin Faulk,2019,D,26.533,72,214,82.0,64.0,75.0,76,82,7.75,18.8048,0.5037
Justin Faulk 2020,Justin Faulk,2020,D,27.533,72,214,64.0,75.0,76.0,82,81,6.75,17.7502,1.0305
Justin Faulk 2021,Justin Faulk,2021,D,28.535,72,214,75.0,76.0,82.0,81,82,3.5,18.2787,0.5709
Justin Faulk 2022,Justin Faulk,2022,D,29.534,72,214,76.0,82.0,81.0,82,76,-4.25,20.6604,0.9335
Justin Faulk 2023,Justin Faulk,2023,D,30.533,72,214,82.0,81.0,82.0,76,82,1.75,19.8022,1.5947
Derek Forbort 2019,Derek Forbort,2019,D,26.577,76,208,,14.0,82.0,78,81,23.0,17.9731,0.7704
Derek Forbort 2023,Derek Forbort,2023,D,30.577,76,208,81.0,23.0,82.0,76,54,-11.5,14.9289,0.6875
Cam Fowler 2013,Cam Fowler,2013,D,20.825,74,215,,,76.0,82,63,-16.0,18.8884,0.6973
Cam Fowler 2014,Cam Fowler,2014,D,21.824,74,215,,76.0,82.0,63,70,-3.6666666666666714,17.359,0.4671
Cam Fowler 2015,Cam Fowler,2015,D,22.823,74,215,76.0,82.0,63.0,70,80,7.25,17.6936,0.9204000000000001
Cam Fowler 2016,Cam Fowler,2016,D,23.823,74,215,82.0,63.0,70.0,80,69,-4.75,16.9473,1.0179
Cam Fowler 2017,Cam Fowler,2017,D,24.825,74,215,63.0,70.0,80.0,69,80,9.5,17.6118,0.5431
Cam Fowler 2018,Cam Fowler,2018,D,25.824,74,215,70.0,80.0,69.0,80,67,-7.75,19.0127,0.8678
Cam Fowler 2019,Cam Fowler,2019,D,26.823,74,215,80.0,69.0,80.0,67,59,-15.0,19.8833,0.9007000000000001
Cam Fowler 2022,Cam Fowler,2022,D,29.824,74,215,67.0,59.0,69.0,82,76,6.75,17.9732,1.1326999999999998
Cam Fowler 2023,Cam Fowler,2023,D,30.824,74,215,59.0,69.0,82.0,76,82,10.5,19.3546,0.979
Erik Gudbranson 2016,Erik Gudbranson,2016,D,23.732,77,222,72.0,54.0,65.0,76,64,-2.75,15.5684,0.45630000000000004
Erik Gudbranson 2021,Erik Gudbranson,2021,D,28.735,77,222,30.0,52.0,76.0,60,64,9.5,17.0075,0.5533
Erik Gudbranson 2022,Erik Gudbranson,2022,D,29.734,77,222,52.0,76.0,60.0,64,78,15.0,15.386,0.35450000000000004
Erik Gudbranson 2023,Erik Gudbranson,2023,D,30.733,77,222,76.0,60.0,64.0,78,70,0.5,15.1284,0.8643999999999998
Jani Hakanpaa 2023,Jani Hakanpaa,2023,D,30.503,78,225,,5.0,83.0,80,82,26.0,13.8552,0.5954
John Klingberg 2017,John Klingberg,2017,D,24.132,75,190,,,65.0,76,80,9.5,19.3871,1.466
John Klingberg 2018,John Klingberg,2018,D,25.131,75,190,,65.0,76.0,80,82,8.333333333333329,19.9146,1.2050999999999998
John Klingberg 2019,John Klingberg,2019,D,26.131,75,190,65.0,76.0,80.0,82,64,-11.75,19.2827,1.6696
John Klingberg 2020,John Klingberg,2020,D,27.13,75,190,76.0,80.0,82.0,64,68,-7.5,20.7935,1.1271
John Klingberg 2021,John Klingberg,2021,D,28.132,75,190,80.0,82.0,64.0,68,77,3.5,19.2218,0.8073
John Klingberg 2022,John Klingberg,2022,D,29.132,75,190,82.0,64.0,68.0,77,74,1.25,19.4132,1.108
John Klingberg 2023,John Klingberg,2023,D,30.131,75,190,64.0,68.0,77.0,74,67,-3.75,19.0667,1.1481
Josh Manson 2018,Josh Manson,2018,D,25.986,75,218,,28.0,71.0,82,80,19.666666666666664,16.222,0.6765
Josh Manson 2019,Josh Manson,2019,D,26.985,75,218,28.0,71.0,82.0,80,74,8.75,17.8102,1.516
Josh Manson 2020,Josh Manson,2020,D,27.984,75,218,71.0,82.0,80.0,74,58,-18.75,19.009,0.6398
Dylan DeMelo 2020,Dylan DeMelo,2020,D,26.418,72,195,45.0,25.0,63.0,77,69,16.5,17.0976,0.8202999999999999
Dylan DeMelo 2021,Dylan DeMelo,2021,D,27.42,72,195,25.0,63.0,77.0,69,76,17.5,17.0353,0.4776
Dylan DeMelo 2022,Dylan DeMelo,2022,D,28.42,72,195,63.0,77.0,69.0,76,76,4.75,14.242,0.6482
Dylan DeMelo 2023,Dylan DeMelo,2023,D,29.419,72,195,77.0,69.0,76.0,76,75,0.5,15.7925,0.5499
Scott Mayfield 2021,Scott Mayfield,2021,D,27.965,77,220,25.0,47.0,79.0,79,82,24.5,17.3032,0.6211
Scott Mayfield 2022,Scott Mayfield,2022,D,28.965,77,220,47.0,79.0,79.0,82,61,-10.75,17.0372,0.9433
Scott Mayfield 2023,Scott Mayfield,2023,D,29.964,77,220,79.0,79.0,82.0,61,82,6.75,17.3637,0.963
Joel Edmundson 2018,Joel Edmundson,2018,D,24.261,77,221,,,67.0,69,69,1.0,15.8379,0.8235
Joel Edmundson 2019,Joel Edmundson,2019,D,25.26,77,221,,67.0,69.0,69,64,-4.333333333333329,18.1746,0.8132999999999999
Joel Edmundson 2020,Joel Edmundson,2020,D,26.259,77,221,67.0,69.0,69.0,64,80,12.75,17.1615,0.6009
Joel Edmundson 2021,Joel Edmundson,2021,D,27.262,77,221,69.0,69.0,64.0,80,80,9.5,15.56,1.1340999999999999
Adam Larsson 2017,Adam Larsson,2017,D,23.886,75,209,63.0,26.0,64.0,82,79,20.25,18.9943,0.6549
Adam Larsson 2018,Adam Larsson,2018,D,24.885,75,209,26.0,64.0,82.0,79,63,0.25,18.381,0.7851
Adam Larsson 2019,Adam Larsson,2019,D,25.884,75,209,64.0,82.0,79.0,63,82,10.0,19.4228,0.6374
Adam Larsson 2020,Adam Larsson,2020,D,26.884,75,209,82.0,79.0,63.0,82,57,-19.5,19.5297,0.7119
Adam Larsson 2023,Adam Larsson,2023,D,29.884,75,209,82.0,57.0,82.0,82,82,6.25,19.5083,0.9002
Dougie Hamilton 2015,Dougie Hamilton,2015,D,21.29,78,230,,,71.0,64,72,4.5,16.5026,1.0793
Dougie Hamilton 2016,Dougie Hamilton,2016,D,22.289,78,230,,71.0,64.0,72,82,13.0,17.6639,1.2738
Dougie Hamilton 2017,Dougie Hamilton,2017,D,23.292,78,230,71.0,64.0,72.0,82,81,8.75,16.8362,1.1734
Dougie Hamilton 2018,Dougie Hamilton,2018,D,24.291,78,230,64.0,72.0,82.0,81,82,7.25,16.5119,1.5702
Dougie Hamilton 2019,Dougie Hamilton,2019,D,25.29,78,230,72.0,82.0,81.0,82,82,2.75,18.3573,1.2755
Dougie Hamilton 2020,Dougie Hamilton,2020,D,26.29,78,230,82.0,81.0,82.0,82,55,-26.75,17.5315,1.3356
Dougie Hamilton 2023,Dougie Hamilton,2023,D,29.29,78,230,82.0,55.0,80.0,62,82,12.25,18.2097,1.1692
Jonas Brodin 2015,Jonas Brodin,2015,D,21.222,74,196,,,76.0,79,71,-6.5,20.2013,0.4512
Jonas Brodin 2016,Jonas Brodin,2016,D,22.221,74,196,,76.0,79.0,71,68,-7.333333333333329,20.9768,0.564
Jonas Brodin 2017,Jonas Brodin,2017,D,23.223,74,196,76.0,79.0,71.0,68,68,-5.5,18.5301,0.33330000000000004
