,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP,Y4 EV ATOI,Y4 EV P/60
J.T. Miller 2022,J.T. Miller,2022,C,28.551,73,218,82.0,75.0,81.0,77,80,1.25,15.7101,1.9457
J.T. Miller 2023,J.T. Miller,2023,C,29.55,73,218,75.0,81.0,77.0,80,81,2.75,15.6321,2.7826999999999997
Joel Armia 2017,Joel Armia,2017,R,23.338,75,216,,,1.0,43,57,35.0,11.2271,1.1186
Joel Armia 2018,Joel Armia,2018,R,24.337,75,216,,1.0,43.0,57,79,45.333333333333336,12.4149,1.1022
Joel Armia 2019,Joel Armia,2019,R,25.337,75,216,1.0,43.0,57.0,79,57,12.0,9.9816,1.75
Joel Armia 2020,Joel Armia,2020,R,26.336,75,216,43.0,57.0,79.0,57,68,9.0,12.4898,1.3485
Joel Armia 2021,Joel Armia,2021,R,27.338,75,216,57.0,79.0,57.0,68,60,-5.25,13.5802,1.6759
Joel Armia 2022,Joel Armia,2022,R,28.338,75,216,79.0,57.0,68.0,60,60,-6.0,12.4016,1.2979999999999998
Stefan Noesen 2018,Stefan Noesen,2018,R,24.633,73,205,,1.0,1.0,44,72,56.666666666666664,10.5564,1.2918
Stefan Noesen 2023,Stefan Noesen,2023,R,29.633,73,205,41.0,47.0,8.0,2,78,53.5,13.1417,0.0
Phillip Danault 2016,Phillip Danault,2016,C,22.599,73,200,,,,2,51,49.0,8.3167,0.0
Phillip Danault 2017,Phillip Danault,2017,C,23.601,73,200,,,2.0,51,82,55.5,11.9598,0.9837
Phillip Danault 2018,Phillip Danault,2018,C,24.6,73,200,,2.0,51.0,82,52,7.0,13.838,1.9565000000000001
Phillip Danault 2019,Phillip Danault,2019,C,25.6,73,200,2.0,51.0,82.0,52,81,34.25,13.7266,1.8493000000000002
Phillip Danault 2020,Phillip Danault,2020,C,26.599,73,200,51.0,82.0,52.0,81,83,16.5,14.7827,2.3551
Phillip Danault 2021,Phillip Danault,2021,C,27.601,73,200,82.0,52.0,81.0,83,77,2.5,14.7777,2.459
Phillip Danault 2022,Phillip Danault,2022,C,28.6,73,200,52.0,81.0,83.0,77,79,5.75,14.1009,1.8465
Phillip Danault 2023,Phillip Danault,2023,C,29.6,73,200,81.0,83.0,77.0,79,82,2.0,14.3519,2.3285
Vladislav Namestnikov 2016,Vladislav Namestnikov,2016,C,22.856,72,179,,,4.0,43,80,56.5,10.7659,1.8145
Vladislav Namestnikov 2017,Vladislav Namestnikov,2017,C,23.858,72,179,,4.0,43.0,80,74,31.666666666666664,12.3092,1.8888
Vladislav Namestnikov 2018,Vladislav Namestnikov,2018,C,24.858,72,179,4.0,43.0,80.0,74,81,30.75,12.4133,1.3716
Vladislav Namestnikov 2019,Vladislav Namestnikov,2019,C,25.857,72,179,43.0,80.0,74.0,81,78,8.5,13.9844,1.6951
Vladislav Namestnikov 2020,Vladislav Namestnikov,2020,C,26.856,72,179,80.0,74.0,81.0,78,76,-2.25,12.7558,1.3868999999999998
Vladislav Namestnikov 2021,Vladislav Namestnikov,2021,C,27.858,72,179,74.0,81.0,78.0,76,77,-0.25,11.7,1.5779999999999998
Vladislav Namestnikov 2022,Vladislav Namestnikov,2022,C,28.858,72,179,81.0,78.0,76.0,77,75,-3.0,13.566,1.4186
Vladislav Namestnikov 2023,Vladislav Namestnikov,2023,C,29.857,72,179,78.0,76.0,77.0,75,77,0.5,12.716,1.7616
Rickard Rakell 2015,Rickard Rakell,2015,R,21.408,73,195,,,6.0,18,71,59.0,11.1481,1.196
Rickard Rakell 2016,Rickard Rakell,2016,R,22.407,73,195,,6.0,18.0,71,72,40.33333333333333,11.238,1.6543999999999999
Rickard Rakell 2017,Rickard Rakell,2017,R,23.409,73,195,6.0,18.0,71.0,72,71,29.25,13.7106,2.0058
Rickard Rakell 2018,Rickard Rakell,2018,R,24.409,73,195,18.0,71.0,72.0,71,77,19.0,15.1371,2.1773
Rickard Rakell 2019,Rickard Rakell,2019,R,25.408,73,195,71.0,72.0,71.0,77,69,-3.75,16.5894,2.3955
Rickard Rakell 2020,Rickard Rakell,2020,R,26.407,73,195,72.0,71.0,77.0,69,76,3.75,15.5867,1.6737
Rickard Rakell 2021,Rickard Rakell,2021,R,27.409,73,195,71.0,77.0,69.0,76,76,2.75,14.9569,1.8514
Rickard Rakell 2022,Rickard Rakell,2022,R,28.409,73,195,77.0,69.0,76.0,76,70,-4.5,15.5631,1.7793999999999999
Rickard Rakell 2023,Rickard Rakell,2023,R,29.408,73,195,69.0,76.0,76.0,70,82,9.25,15.6362,1.6994
Jonathan Marchessault 2017,Jonathan Marchessault,2017,"C, R",25.764,69,183,3.0,,2.0,45,75,58.33333333333333,9.1819,1.5973
Jonathan Marchessault 2018,Jonathan Marchessault,2018,"C, R",26.763,69,183,,2.0,45.0,75,77,36.333333333333336,14.1511,1.8656
Jonathan Marchessault 2019,Jonathan Marchessault,2019,"C, R",27.763,69,183,2.0,45.0,75.0,77,82,32.25,14.9961,3.0658000000000003
Jonathan Marchessault 2020,Jonathan Marchessault,2020,"C, R",28.762,69,183,45.0,75.0,77.0,82,77,7.25,15.4431,1.9899999999999998
Jonathan Marchessault 2021,Jonathan Marchessault,2021,"C, R",29.764,69,183,75.0,77.0,82.0,77,80,2.25,14.9631,2.0657
Jonathan Marchessault 2022,Jonathan Marchessault,2022,"C, R",30.763,69,183,77.0,82.0,77.0,80,76,-3.0,14.8385,2.7938
Jonathan Marchessault 2023,Jonathan Marchessault,2023,"C, R",31.763,69,183,82.0,77.0,80.0,76,76,-2.75,15.4325,2.3532
Barclay Goodrow 2019,Barclay Goodrow,2019,C,25.594,74,204,60.0,14.0,3.0,47,82,51.0,9.8489,1.6850999999999998
Barclay Goodrow 2020,Barclay Goodrow,2020,C,26.593,74,204,14.0,3.0,47.0,82,82,45.5,9.5116,1.2309
Barclay Goodrow 2021,Barclay Goodrow,2021,C,27.596,74,204,3.0,47.0,82.0,82,80,26.5,12.796,1.5407000000000002
Barclay Goodrow 2022,Barclay Goodrow,2022,C,28.595,74,204,47.0,82.0,82.0,80,79,6.25,12.527,1.7416999999999998
Barclay Goodrow 2023,Barclay Goodrow,2023,C,29.594,74,204,82.0,82.0,80.0,79,82,1.25,13.7994,1.5961
Luke Glendening 2015,Luke Glendening,2015,C,25.427,71,190,,,,56,82,26.0,11.0899,0.6763
Luke Glendening 2016,Luke Glendening,2016,C,26.426,71,190,,,56.0,82,81,12.0,11.1974,1.1109
Luke Glendening 2017,Luke Glendening,2017,C,27.429,71,190,,56.0,82.0,81,74,1.0,11.3562,1.3698000000000001
Luke Glendening 2018,Luke Glendening,2018,C,28.428,71,190,56.0,82.0,81.0,74,69,-4.25,10.5525,0.9989000000000001
Luke Glendening 2019,Luke Glendening,2019,C,29.427,71,190,82.0,81.0,74.0,69,78,1.5,10.4065,1.2534
Luke Glendening 2020,Luke Glendening,2020,C,30.427,71,190,81.0,74.0,69.0,78,70,-5.5,13.1312,1.1716
Luke Glendening 2021,Luke Glendening,2021,C,31.429,71,190,74.0,69.0,78.0,70,79,6.25,12.345,0.648
Luke Glendening 2022,Luke Glendening,2022,C,32.428,71,190,69.0,78.0,70.0,79,82,8.0,12.2145,1.3645
Luke Glendening 2023,Luke Glendening,2023,C,33.427,71,190,78.0,70.0,79.0,82,70,-7.25,11.8136,0.8671
Yanni Gourde 2018,Yanni Gourde,2018,C,25.797,69,174,,,2.0,20,82,71.0,13.1375,1.5985
Yanni Gourde 2019,Yanni Gourde,2019,C,26.796,69,174,,2.0,20.0,82,80,45.333333333333336,13.2195,2.7123
Yanni Gourde 2020,Yanni Gourde,2020,C,27.795,69,174,2.0,20.0,82.0,80,82,36.0,12.66,2.1919999999999997
Yanni Gourde 2021,Yanni Gourde,2021,C,28.798,69,174,20.0,82.0,80.0,82,82,16.0,11.8143,1.5236
Yanni Gourde 2022,Yanni Gourde,2022,C,29.797,69,174,82.0,80.0,82.0,82,74,-7.5,13.6417,2.3561999999999994
Yanni Gourde 2023,Yanni Gourde,2023,C,30.796,69,174,80.0,82.0,82.0,74,81,1.5,14.8813,2.0159000000000002
Alex Galchenyuk 2014,Alex Galchenyuk,2014,C,19.634,73,194,,,,82,65,-17.0,11.2278,2.8946
Alex Galchenyuk 2015,Alex Galchenyuk,2015,C,20.633,73,194,,,82.0,65,80,6.5,12.3397,1.5709
Alex Galchenyuk 2016,Alex Galchenyuk,2016,C,21.632,73,194,,82.0,65.0,80,82,6.333333333333329,14.139,1.8035
Alex Galchenyuk 2017,Alex Galchenyuk,2017,C,22.634,73,194,82.0,65.0,80.0,82,61,-16.25,13.6382,2.1460999999999997
Alex Galchenyuk 2018,Alex Galchenyuk,2018,C,23.634,73,194,65.0,80.0,82.0,61,82,10.0,13.624,2.0938
Alex Galchenyuk 2019,Alex Galchenyuk,2019,C,24.633,73,194,80.0,82.0,61.0,82,72,-4.25,13.2793,1.4877
Alex Galchenyuk 2020,Alex Galchenyuk,2020,C,25.632,73,194,82.0,61.0,82.0,72,69,-5.25,12.5199,1.3312
Alex Galchenyuk 2022,Alex Galchenyuk,2022,C,27.634,73,194,82.0,72.0,69.0,49,60,-8.0,11.6583,1.8164
Brendan Gaunce 2017,Brendan Gaunce,2017,C,22.522,75,219,,,,20,57,37.0,11.2642,0.2663
Tanner Pearson 2016,Tanner Pearson,2016,L,23.141,73,201,,,25.0,42,79,45.5,11.3222,1.8924999999999998
Tanner Pearson 2017,Tanner Pearson,2017,L,24.143,73,201,,25.0,42.0,79,80,31.333333333333336,12.3063,1.9749
Tanner Pearson 2018,Tanner Pearson,2018,L,25.142,73,201,25.0,42.0,79.0,80,82,25.5,12.841,1.9857999999999998
Tanner Pearson 2019,Tanner Pearson,2019,L,26.142,73,201,42.0,79.0,80.0,82,80,9.25,13.1354,1.9498
Tanner Pearson 2020,Tanner Pearson,2020,L,27.141,73,201,79.0,80.0,82.0,80,81,0.75,12.5354,1.3163
Tanner Pearson 2021,Tanner Pearson,2021,L,28.143,73,201,80.0,82.0,80.0,81,74,-6.75,13.736,2.0256999999999996
Tanner Pearson 2022,Tanner Pearson,2022,L,29.142,73,201,82.0,80.0,81.0,74,68,-11.25,14.1085,1.1674
Scott Laughton 2016,Scott Laughton,2016,C,21.339,73,190,,8.0,,31,71,51.5,11.4102,0.8482
Scott Laughton 2018,Scott Laughton,2018,C,23.341,73,190,,31.0,71.0,2,81,46.333333333333336,10.2417,0.0
Scott Laughton 2019,Scott Laughton,2019,C,24.34,73,190,31.0,71.0,2.0,81,82,35.75,9.9802,1.4102000000000001
Scott Laughton 2020,Scott Laughton,2020,C,25.34,73,190,71.0,2.0,81.0,82,57,-2.0,12.44,1.7645999999999997
Scott Laughton 2021,Scott Laughton,2021,C,26.342,73,190,2.0,81.0,82.0,57,77,21.5,12.6228,2.6191000000000004
Scott Laughton 2022,Scott Laughton,2022,C,27.341,73,190,81.0,82.0,57.0,77,67,-7.25,13.3997,1.6053
Scott Laughton 2023,Scott Laughton,2023,C,28.34,73,190,82.0,57.0,77.0,67,78,7.25,14.0694,1.7187
Mark Jankowski 2018,Mark Jankowski,2018,C,23.051,76,212,,,,1,72,71.0,10.3,0.0
Mark Jankowski 2019,Mark Jankowski,2019,C,24.05,76,212,,,1.0,72,79,42.5,11.4787,1.452
Mark Jankowski 2020,Mark Jankowski,2020,C,25.049,76,212,,1.0,72.0,79,66,15.333333333333336,10.5059,1.7349999999999999
Mark Jankowski 2021,Mark Jankowski,2021,C,26.051,76,212,1.0,72.0,79.0,66,65,10.5,8.8089,0.8513000000000001
Mark Jankowski 2023,Mark Jankowski,2023,C,28.05,76,212,79.0,66.0,65.0,19,50,-7.25,11.6114,1.3598000000000001
Zemgus Girgensons 2015,Zemgus Girgensons,2015,L,20.737,74,200,,,,70,61,-9.0,13.1267,1.306
Zemgus Girgensons 2016,Zemgus Girgensons,2016,L,21.736,74,200,,,70.0,61,71,5.5,14.9481,1.5133999999999999
Zemgus Girgensons 2017,Zemgus Girgensons,2017,L,22.738,74,200,,70.0,61.0,71,75,7.666666666666671,13.1042,0.9673
Zemgus Girgensons 2018,Zemgus Girgensons,2018,L,23.738,74,200,70.0,61.0,71.0,75,71,1.75,11.9404,1.0719999999999998
Zemgus Girgensons 2019,Zemgus Girgensons,2019,L,24.737,74,200,61.0,71.0,75.0,71,72,2.5,11.989,0.9161999999999999
Zemgus Girgensons 2020,Zemgus Girgensons,2020,L,25.737,74,200,71.0,75.0,71.0,72,81,8.75,11.1442,1.346
Zemgus Girgensons 2023,Zemgus Girgensons,2023,L,28.737,74,200,72.0,81.0,,56,80,10.333333333333329,12.3393,1.2156
Tom Wilson 2015,Tom Wilson,2015,R,20.51,76,220,,,,82,67,-15.0,7.8085,0.8433
Tom Wilson 2016,Tom Wilson,2016,R,21.509,76,220,,,82.0,67,82,7.5,10.8627,1.4015
Tom Wilson 2017,Tom Wilson,2017,R,22.511,76,220,,82.0,67.0,82,82,5.0,11.2159,1.3701
Tom Wilson 2018,Tom Wilson,2018,R,23.511,76,220,82.0,67.0,82.0,82,78,-0.25,10.8215,1.2847
Tom Wilson 2019,Tom Wilson,2019,R,24.51,76,220,67.0,82.0,82.0,78,63,-14.25,14.1797,1.7901
Tom Wilson 2020,Tom Wilson,2020,R,25.509,76,220,82.0,82.0,78.0,63,80,3.75,14.4836,2.1699
Tom Wilson 2021,Tom Wilson,2021,R,26.511,76,220,82.0,78.0,63.0,80,68,-7.75,14.2983,2.1599
Tom Wilson 2022,Tom Wilson,2022,R,27.511,76,220,78.0,63.0,80.0,68,78,5.75,13.2582,2.3109
Tomas Hertl 2015,Tomas Hertl,2015,C,20.885,75,215,,,,37,82,45.0,13.2311,2.6963
Tomas Hertl 2016,Tomas Hertl,2016,C,21.884,75,215,,,37.0,82,81,21.5,13.0488,1.4018000000000002
Tomas Hertl 2018,Tomas Hertl,2018,C,23.886,75,215,37.0,82.0,81.0,49,79,16.75,14.1333,1.7327000000000001
Tomas Hertl 2019,Tomas Hertl,2019,C,24.885,75,215,82.0,81.0,49.0,79,77,4.25,14.0873,1.6713
Tomas Hertl 2020,Tomas Hertl,2020,C,25.884,75,215,81.0,49.0,79.0,77,56,-15.5,14.4879,3.0657000000000005
Tomas Hertl 2021,Tomas Hertl,2021,C,26.886,75,215,49.0,79.0,77.0,56,73,7.75,14.3563,2.3509
Tomas Hertl 2022,Tomas Hertl,2022,C,27.886,75,215,79.0,77.0,56.0,73,82,10.75,14.7463,2.6041
Tomas Hertl 2023,Tomas Hertl,2023,C,28.885,75,215,77.0,56.0,73.0,82,79,7.0,15.7848,2.1786000000000003
Teuvo Teravainen 2016,Teuvo Teravainen,2016,L,21.055,71,191,,,3.0,34,78,59.5,11.9936,1.177
Teuvo Teravainen 2017,Teuvo Teravainen,2017,L,22.057,71,191,,3.0,34.0,78,81,42.666666666666664,12.816,1.5005000000000002
Teuvo Teravainen 2018,Teuvo Teravainen,2018,L,23.056,71,191,3.0,34.0,78.0,81,82,33.0,13.9543,1.4332000000000003
Teuvo Teravainen 2019,Teuvo Teravainen,2019,L,24.055,71,191,34.0,78.0,81.0,82,82,13.25,14.2152,2.2648
Teuvo Teravainen 2020,Teuvo Teravainen,2020,L,25.055,71,191,78.0,81.0,82.0,82,80,-0.75,14.2827,2.4079
Teuvo Teravainen 2022,Teuvo Teravainen,2022,L,27.056,71,191,82.0,82.0,80.0,30,77,8.5,13.7095,2.7092
Teuvo Teravainen 2023,Teuvo Teravainen,2023,L,28.056,71,191,82.0,80.0,30.0,77,68,0.75,13.1576,1.8359
Filip Forsberg 2015,Filip Forsberg,2015,L,20.135,73,205,,,8.0,13,82,71.5,9.4692,0.4874
Filip Forsberg 2016,Filip Forsberg,2016,L,21.134,73,205,,8.0,13.0,82,82,47.666666666666664,14.4789,2.2236
Filip Forsberg 2017,Filip Forsberg,2017,L,22.136,73,205,8.0,13.0,82.0,82,82,35.75,14.6309,2.0004
Filip Forsberg 2018,Filip Forsberg,2018,L,23.135,73,205,13.0,82.0,82.0,82,67,2.25,14.4169,2.3346
Filip Forsberg 2019,Filip Forsberg,2019,L,24.135,73,205,82.0,82.0,82.0,67,64,-14.25,13.99,2.6245000000000003
Filip Forsberg 2020,Filip Forsberg,2020,L,25.134,73,205,82.0,82.0,67.0,64,74,0.25,14.5411,2.45
Filip Forsberg 2021,Filip Forsberg,2021,L,26.136,73,205,82.0,67.0,64.0,74,57,-14.75,13.9667,2.3185000000000002
Filip Forsberg 2022,Filip Forsberg,2022,L,27.136,73,205,67.0,64.0,74.0,57,69,3.5,15.2756,1.9135
Filip Forsberg 2023,Filip Forsberg,2023,L,28.135,73,205,64.0,74.0,57.0,69,50,-16.0,14.8952,3.3276000000000003
Radek Faksa 2017,Radek Faksa,2017,C,22.728,75,225,,,,45,80,35.0,10.9541,1.3389000000000002
Radek Faksa 2018,Radek Faksa,2018,C,23.727,75,225,,,45.0,80,79,16.5,13.6658,1.7014
Radek Faksa 2019,Radek Faksa,2019,C,24.726,75,225,,45.0,80.0,79,81,13.0,13.0272,1.8073
Radek Faksa 2020,Radek Faksa,2020,C,25.726,75,225,45.0,80.0,79.0,81,77,5.75,13.9263,1.3297999999999999
Radek Faksa 2021,Radek Faksa,2021,C,26.728,75,225,80.0,79.0,81.0,77,80,0.75,12.8985,1.1981
Radek Faksa 2022,Radek Faksa,2022,C,27.727,75,225,79.0,81.0,77.0,80,77,-2.25,13.8576,0.866
Radek Faksa 2023,Radek Faksa,2023,C,28.726,75,225,81.0,77.0,80.0,77,81,2.25,13.7918,0.9040000000000001
Oskar Sundqvist 2019,Oskar Sundqvist,2019,C,24.526,75,220,,18.0,10.0,42,74,50.66666666666667,9.0341,0.7906
Oskar Sundqvist 2020,Oskar Sundqvist,2020,C,25.526,75,220,18.0,10.0,42.0,74,67,31.0,11.7606,1.9304999999999999
Oskar Sundqvist 2022,Oskar Sundqvist,2022,C,27.527,75,220,42.0,74.0,67.0,41,59,3.0,11.7054,1.0984
Oskar Sundqvist 2023,Oskar Sundqvist,2023,C,28.526,75,220,74.0,67.0,41.0,59,67,6.75,11.6181,2.0133
Chandler Stephenson 2018,Chandler Stephenson,2018,C,23.445,72,209,,,9.0,4,67,60.5,8.6167,0.0
Chandler Stephenson 2019,Chandler Stephenson,2019,C,24.444,72,209,,9.0,4.0,67,64,37.33333333333333,10.4045,1.5492
Chandler Stephenson 2020,Chandler Stephenson,2020,C,25.444,72,209,9.0,4.0,67.0,64,76,40.0,10.3286,0.9077
Chandler Stephenson 2021,Chandler Stephenson,2021,C,26.446,72,209,4.0,67.0,64.0,76,74,21.25,12.4095,1.5621
Chandler Stephenson 2022,Chandler Stephenson,2022,C,27.445,72,209,67.0,64.0,76.0,74,79,8.75,14.65,2.2486
Chandler Stephenson 2023,Chandler Stephenson,2023,C,28.444,72,209,64.0,76.0,74.0,79,81,7.75,15.5076,2.3509
Devin Shore 2017,Devin Shore,2017,C,22.205,73,206,,,,3,82,79.0,12.0889,0.0
Devin Shore 2018,Devin Shore,2018,C,23.204,73,206,,,3.0,82,82,39.5,12.1309,1.6286
Devin Shore 2019,Devin Shore,2019,C,24.203,73,206,,3.0,82.0,82,76,20.333333333333336,12.201,1.1395
Devin Shore 2020,Devin Shore,2020,C,25.203,73,206,3.0,82.0,82.0,76,53,-7.75,11.7283,1.4808999999999999
Devin Shore 2021,Devin Shore,2021,C,26.205,73,206,82.0,82.0,76.0,53,55,-18.25,10.7459,1.2408000000000001
Jujhar Khaira 2018,Jujhar Khaira,2018,L,23.135,76,212,,,15.0,10,69,56.5,9.135,0.6568
Jujhar Khaira 2019,Jujhar Khaira,2019,L,24.135,76,212,,15.0,10.0,69,60,28.666666666666668,10.8616,1.4411
Jujhar Khaira 2020,Jujhar Khaira,2020,L,25.134,76,212,15.0,10.0,69.0,60,75,36.5,11.0233,1.4515
Jujhar Khaira 2021,Jujhar Khaira,2021,L,26.136,76,212,10.0,69.0,60.0,75,58,4.5,10.7503,0.8719999999999999
Jujhar Khaira 2023,Jujhar Khaira,2023,L,28.135,76,212,60.0,75.0,58.0,27,51,-4.0,11.6778,0.5709
Jimmy Vesey 2018,Jimmy Vesey,2018,L,24.351,75,202,,,,80,79,-1.0,12.0725,1.1804000000000001
Jimmy Vesey 2019,Jimmy Vesey,2019,L,25.35,75,202,,,80.0,79,81,1.5,12.6924,1.4959
Jimmy Vesey 2020,Jimmy Vesey,2020,L,26.35,75,202,,80.0,79.0,81,75,-5.0,13.0792,1.7556999999999998
Jimmy Vesey 2021,Jimmy Vesey,2021,L,27.352,75,202,80.0,79.0,81.0,75,73,-5.75,12.4549,1.3549
Jimmy Vesey 2022,Jimmy Vesey,2022,L,28.351,75,202,79.0,81.0,75.0,73,68,-9.0,11.0777,0.9749
Jimmy Vesey 2023,Jimmy Vesey,2023,L,29.351,75,202,81.0,75.0,73.0,68,81,6.75,12.1154,0.9468
Chris Tierney 2016,Chris Tierney,2016,C,21.252,73,191,,,,43,79,36.0,11.3543,2.0892
Chris Tierney 2017,Chris Tierney,2017,C,22.254,73,191,,,43.0,79,80,19.0,11.4751,1.1914000000000002
Chris Tierney 2018,Chris Tierney,2018,C,23.253,73,191,,43.0,79.0,80,82,14.666666666666671,12.5381,1.1964000000000001
Chris Tierney 2019,Chris Tierney,2019,C,24.253,73,191,43.0,79.0,80.0,82,81,10.0,13.4465,1.5781
Chris Tierney 2020,Chris Tierney,2020,C,25.252,73,191,79.0,80.0,82.0,81,83,2.5,13.6099,2.0681000000000003
Chris Tierney 2021,Chris Tierney,2021,C,26.254,73,191,80.0,82.0,81.0,83,80,-1.5,13.8516,1.7692999999999999
Chris Tierney 2022,Chris Tierney,2022,C,27.253,73,191,82.0,81.0,83.0,80,70,-11.5,12.8248,1.5311000000000001
Jordan Martinook 2016,Jordan Martinook,2016,L,23.185,72,196,,,,8,81,73.0,10.9187,0.6869
Jordan Martinook 2017,Jordan Martinook,2017,L,24.187,72,196,,,8.0,81,77,32.5,12.2282,1.2721
Jordan Martinook 2018,Jordan Martinook,2018,L,25.186,72,196,,8.0,81.0,77,81,25.666666666666664,13.0355,1.1955
Jordan Martinook 2019,Jordan Martinook,2019,L,26.186,72,196,8.0,81.0,77.0,81,82,20.25,11.9833,0.8654
Jordan Martinook 2020,Jordan Martinook,2020,L,27.185,72,196,81.0,77.0,81.0,82,53,-27.25,12.7486,1.3775
Jordan Martinook 2021,Jordan Martinook,2021,L,28.187,72,196,77.0,81.0,82.0,53,64,-9.25,9.8874,1.4834
Jordan Martinook 2022,Jordan Martinook,2022,L,29.186,72,196,81.0,82.0,53.0,64,59,-11.0,11.4008,1.4352
Jordan Martinook 2023,Jordan Martinook,2023,L,30.186,72,196,82.0,53.0,64.0,59,82,17.5,10.6362,1.4342
Colton Sissons 2017,Colton Sissons,2017,C,22.905,73,200,,17.0,,34,58,32.5,8.7971,1.2036
Colton Sissons 2018,Colton Sissons,2018,C,23.905,73,200,17.0,,34.0,58,81,44.666666666666664,10.1437,0.9178999999999999
Colton Sissons 2019,Colton Sissons,2019,C,24.904,73,200,,34.0,58.0,81,75,17.333333333333336,11.8352,1.064
Colton Sissons 2020,Colton Sissons,2020,C,25.904,73,200,34.0,58.0,81.0,75,67,5.0,12.8993,1.6745
Colton Sissons 2021,Colton Sissons,2021,C,26.906,73,200,58.0,81.0,75.0,67,77,6.75,11.7763,1.2513999999999998
Colton Sissons 2022,Colton Sissons,2022,C,27.905,73,200,81.0,75.0,67.0,77,79,4.0,11.7824,1.1529
Colton Sissons 2023,Colton Sissons,2023,C,28.904,73,200,75.0,67.0,77.0,79,82,7.5,12.8002,1.424
Teddy Blueger 2020,Teddy Blueger,2020,C,25.129,72,185,,,,28,81,53.0,9.7583,1.5372000000000001
Teddy Blueger 2021,Teddy Blueger,2021,C,26.131,72,185,,,28.0,81,62,7.5,13.2213,1.3154
Teddy Blueger 2022,Teddy Blueger,2022,C,27.13,72,185,,28.0,81.0,62,65,8.0,12.6578,2.0945
Teddy Blueger 2023,Teddy Blueger,2023,C,28.129,72,185,28.0,81.0,62.0,65,63,4.0,12.6385,1.899
Brock McGinn 2017,Brock McGinn,2017,L,22.662,72,187,,,,21,57,36.0,10.6873,1.0693000000000001
Brock McGinn 2018,Brock McGinn,2018,L,23.661,72,187,,,21.0,57,80,41.0,11.1292,1.4187
Brock McGinn 2019,Brock McGinn,2019,L,24.66,72,187,,21.0,57.0,80,82,29.333333333333336,12.9715,1.5034
Brock McGinn 2020,Brock McGinn,2020,L,25.66,72,187,21.0,57.0,80.0,82,80,20.0,11.8134,1.5484
Brock McGinn 2021,Brock McGinn,2021,L,26.662,72,187,57.0,80.0,82.0,80,54,-20.75,10.6912,1.238
Brock McGinn 2022,Brock McGinn,2022,L,27.661,72,187,80.0,82.0,80.0,54,64,-10.0,12.773,1.5235
Brock McGinn 2023,Brock McGinn,2023,L,28.661,72,187,82.0,80.0,54.0,64,75,5.0,12.8977,1.5992
Charles Hudon 2018,Charles Hudon,2018,L,23.275,70,190,,,3.0,3,72,69.0,11.5222,3.4716
Dominic Toninato 2020,Dominic Toninato,2020,C,25.564,74,191,,,37.0,2,54,34.5,6.4667,4.6392
Dominic Toninato 2022,Dominic Toninato,2022,C,27.565,74,191,37.0,2.0,54.0,2,77,53.25,12.275,2.444
Andreas Athanasiou 2017,Andreas Athanasiou,2017,C,22.155,74,190,,,,37,64,27.0,8.491,2.4828
Andreas Athanasiou 2018,Andreas Athanasiou,2018,C,23.155,74,190,,,37.0,64,71,20.5,11.7068,2.0020000000000002
Andreas Athanasiou 2019,Andreas Athanasiou,2019,C,24.154,74,190,,37.0,64.0,71,76,18.666666666666664,13.2014,1.9203999999999999
Andreas Athanasiou 2020,Andreas Athanasiou,2020,C,25.153,74,190,37.0,64.0,71.0,76,64,2.0,14.6708,2.2062
Andreas Athanasiou 2021,Andreas Athanasiou,2021,C,26.155,74,190,64.0,71.0,76.0,64,68,-0.75,13.7755,1.5047000000000001
Andreas Athanasiou 2023,Andreas Athanasiou,2023,C,28.154,74,190,76.0,64.0,68.0,28,81,22.0,13.4964,2.5403
Josh Anderson 2017,Josh Anderson,2017,R,22.404,75,218,,,6.0,12,78,69.0,10.6125,1.8845
Josh Anderson 2018,Josh Anderson,2018,R,23.404,75,218,,6.0,12.0,78,63,31.0,11.7457,1.8992
Josh Anderson 2019,Josh Anderson,2019,R,24.403,75,218,6.0,12.0,78.0,63,82,42.25,15.6659,1.5807000000000002
Josh Anderson 2021,Josh Anderson,2021,R,26.405,75,218,78.0,63.0,82.0,30,76,12.75,12.6295,0.7308
Josh Anderson 2022,Josh Anderson,2022,R,27.404,75,218,63.0,82.0,30.0,76,69,6.25,14.334,1.6905000000000001
Josh Anderson 2023,Josh Anderson,2023,R,28.403,75,218,82.0,30.0,76.0,69,69,4.75,15.0043,1.6806
Vinnie Hinostroza 2018,Vinnie Hinostroza,2018,C,23.497,70,183,,,7.0,49,50,22.0,11.6425,1.4724000000000002
Vinnie Hinostroza 2019,Vinnie Hinostroza,2019,C,24.496,70,183,,7.0,49.0,50,72,36.666666666666664,12.384,1.938
Vinnie Hinostroza 2020,Vinnie Hinostroza,2020,C,25.496,70,183,7.0,49.0,50.0,72,80,35.5,13.7741,2.057
Vinnie Hinostroza 2022,Vinnie Hinostroza,2022,C,27.497,70,183,50.0,72.0,80.0,36,62,2.5,11.6047,2.0681
Connor Brown 2017,Connor Brown,2017,R,22.714,72,181,,,,7,82,75.0,11.0667,0.7745
Connor Brown 2018,Connor Brown,2018,R,23.713,72,181,,,7.0,82,82,37.5,12.9856,1.6341
Connor Brown 2019,Connor Brown,2019,R,24.713,72,181,,7.0,82.0,82,82,25.0,11.997,1.5248000000000002
