,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP,Y4 EV ATOI,Y4 EV P/60
Tyler Toffoli 2017,Tyler Toffoli,2017,R,24.439,72,203,17.0,62.0,76.0,82,63,3.75,13.953,2.4124
Tyler Toffoli 2018,Tyler Toffoli,2018,R,25.438,72,203,62.0,76.0,82.0,63,82,11.25,13.2601,1.8675000000000002
Tyler Toffoli 2019,Tyler Toffoli,2019,R,26.437,72,203,76.0,82.0,63.0,82,82,6.25,13.7372,1.8643
Tyler Toffoli 2020,Tyler Toffoli,2020,R,27.437,72,203,82.0,63.0,82.0,82,80,2.75,13.8537,1.5316999999999998
Tyler Toffoli 2021,Tyler Toffoli,2021,R,28.439,72,203,63.0,82.0,82.0,80,76,-0.75,13.6652,2.1953
Tyler Toffoli 2022,Tyler Toffoli,2022,R,29.438,72,203,82.0,82.0,80.0,76,74,-6.0,14.2292,2.5138
Tyler Toffoli 2023,Tyler Toffoli,2023,R,30.438,72,203,82.0,80.0,76.0,74,82,4.0,12.7626,1.9059
Evgeny Kuznetsov 2017,Evgeny Kuznetsov,2017,C,24.37,74,207,,17.0,80.0,82,82,22.333333333333336,15.1744,2.8449
Evgeny Kuznetsov 2018,Evgeny Kuznetsov,2018,C,25.37,74,207,17.0,80.0,82.0,82,79,13.75,14.9083,2.2086
Evgeny Kuznetsov 2019,Evgeny Kuznetsov,2019,C,26.369,74,207,80.0,82.0,82.0,79,76,-4.75,15.3013,2.5811
Evgeny Kuznetsov 2020,Evgeny Kuznetsov,2020,C,27.368,74,207,82.0,82.0,79.0,76,74,-5.75,14.9075,2.595
Evgeny Kuznetsov 2021,Evgeny Kuznetsov,2021,C,28.37,74,207,82.0,79.0,76.0,74,60,-17.75,14.4444,2.6372999999999998
Evgeny Kuznetsov 2022,Evgeny Kuznetsov,2022,C,29.37,74,207,79.0,76.0,74.0,60,79,6.75,14.0374,2.1893000000000002
Evgeny Kuznetsov 2023,Evgeny Kuznetsov,2023,C,30.369,74,207,76.0,74.0,60.0,79,81,8.75,15.4093,2.2672
Charlie Coyle 2015,Charlie Coyle,2015,C,22.582,75,223,,,63.0,70,82,15.5,14.6931,1.5167000000000002
Charlie Coyle 2016,Charlie Coyle,2016,C,23.582,75,223,,63.0,70.0,82,82,10.333333333333329,13.2152,1.7717999999999998
Charlie Coyle 2017,Charlie Coyle,2017,C,24.584,75,223,63.0,70.0,82.0,82,82,7.75,14.8378,1.726
Charlie Coyle 2018,Charlie Coyle,2018,C,25.583,75,223,70.0,82.0,82.0,82,66,-13.0,14.1945,2.4228
Charlie Coyle 2019,Charlie Coyle,2019,C,26.583,75,223,82.0,82.0,82.0,66,81,3.0,14.1513,2.1199
Charlie Coyle 2020,Charlie Coyle,2020,C,27.582,75,223,82.0,82.0,66.0,81,82,4.25,13.9963,1.5348000000000002
Charlie Coyle 2021,Charlie Coyle,2021,C,28.584,75,223,82.0,66.0,81.0,82,74,-3.75,13.9531,1.843
Charlie Coyle 2022,Charlie Coyle,2022,C,29.583,75,223,66.0,81.0,82.0,74,82,6.25,12.9614,1.18
Charlie Coyle 2023,Charlie Coyle,2023,C,30.583,75,223,81.0,82.0,74.0,82,82,2.25,13.7957,1.8033000000000001
Brock Nelson 2016,Brock Nelson,2016,C,23.962,76,210,,,72.0,82,81,4.0,12.2081,1.6183
Brock Nelson 2017,Brock Nelson,2017,C,24.964,76,210,,72.0,82.0,81,81,2.6666666666666714,13.5533,1.9128
Brock Nelson 2018,Brock Nelson,2018,C,25.964,76,210,72.0,82.0,81.0,81,82,3.0,13.199,2.1326
Brock Nelson 2019,Brock Nelson,2019,C,26.963,76,210,82.0,81.0,81.0,82,82,0.5,12.2557,1.6119999999999999
Brock Nelson 2020,Brock Nelson,2020,C,27.962,76,210,81.0,81.0,82.0,82,80,-1.5,14.7197,2.1872
Brock Nelson 2021,Brock Nelson,2021,C,28.965,76,210,81.0,82.0,82.0,80,82,0.75,15.1723,2.7333
Brock Nelson 2022,Brock Nelson,2022,C,29.964,76,210,82.0,82.0,80.0,82,72,-9.5,14.6708,1.7527000000000001
Brock Nelson 2023,Brock Nelson,2023,C,30.963,76,210,82.0,80.0,82.0,72,82,3.0,14.6882,2.4964
Nick Bjugstad 2016,Nick Bjugstad,2016,C,23.207,78,209,,18.0,76.0,72,67,11.666666666666664,13.7407,1.88
Nick Bjugstad 2017,Nick Bjugstad,2017,C,24.209,78,209,18.0,76.0,72.0,67,54,-4.25,12.7515,1.3344
Kevin Hayes 2017,Kevin Hayes,2017,C,24.4,77,216,,,79.0,79,76,-3.0,12.1053,1.8821
Kevin Hayes 2018,Kevin Hayes,2018,C,25.4,77,216,,79.0,79.0,76,76,-2.0,13.6757,2.0205
Kevin Hayes 2019,Kevin Hayes,2019,C,26.399,77,216,79.0,79.0,76.0,76,71,-6.5,14.0079,1.9162000000000001
Kevin Hayes 2020,Kevin Hayes,2020,C,27.398,77,216,79.0,76.0,76.0,71,81,5.5,14.4007,2.4059999999999997
Kevin Hayes 2021,Kevin Hayes,2021,C,28.401,77,216,76.0,76.0,71.0,81,80,4.0,13.9565,1.8691
Vladimir Tarasenko 2015,Vladimir Tarasenko,2015,R,22.801,73,228,,,64.0,64,77,13.0,12.9685,2.6024000000000003
Vladimir Tarasenko 2016,Vladimir Tarasenko,2016,R,23.801,73,228,,64.0,64.0,77,80,11.666666666666671,14.8504,2.886
Vladimir Tarasenko 2017,Vladimir Tarasenko,2017,R,24.803,73,228,64.0,64.0,77.0,80,82,10.75,15.3727,2.4395
Vladimir Tarasenko 2018,Vladimir Tarasenko,2018,R,25.802,73,228,64.0,77.0,80.0,82,80,4.25,15.3142,2.5324
Vladimir Tarasenko 2019,Vladimir Tarasenko,2019,R,26.802,73,228,77.0,80.0,82.0,80,76,-3.75,15.5304,2.4146
Jaden Schwartz 2015,Jaden Schwartz,2015,C,22.268,70,185,,7.0,76.0,80,75,20.666666666666664,14.2033,2.2706
Jaden Schwartz 2019,Jaden Schwartz,2019,C,26.268,70,185,75.0,33.0,78.0,62,69,7.0,15.5019,2.9341
Jaden Schwartz 2020,Jaden Schwartz,2020,C,27.267,70,185,33.0,78.0,62.0,69,83,22.5,15.2481,1.7679
Jaden Schwartz 2021,Jaden Schwartz,2021,C,28.269,70,185,78.0,62.0,69.0,83,58,-15.0,15.0812,2.0173
Riley Sheahan 2017,Riley Sheahan,2017,C,24.819,74,214,1.0,42.0,79.0,81,80,29.25,12.029,1.2316
Riley Sheahan 2018,Riley Sheahan,2018,C,25.819,74,214,42.0,79.0,81.0,80,81,10.5,11.9798,0.626
Riley Sheahan 2019,Riley Sheahan,2019,C,26.818,74,214,79.0,81.0,80.0,81,82,1.75,11.8053,1.8196999999999999
Riley Sheahan 2020,Riley Sheahan,2020,C,27.817,74,214,81.0,80.0,81.0,82,77,-4.0,11.3567,1.0952
Riley Sheahan 2021,Riley Sheahan,2021,C,28.819,74,214,80.0,81.0,82.0,77,77,-3.0,10.2808,1.1496
Riley Sheahan 2022,Riley Sheahan,2022,C,29.819,74,214,81.0,82.0,77.0,77,69,-10.25,10.8484,1.2523
Chris Wagner 2020,Chris Wagner,2020,R,28.348,72,192,43.0,43.0,79.0,76,79,18.75,11.9662,1.2535
Chris Wagner 2021,Chris Wagner,2021,R,29.351,72,192,43.0,79.0,76.0,79,60,-9.25,10.797,0.7464
Jeff Skinner 2013,Jeff Skinner,2013,L,20.378,71,197,,,82.0,64,71,-2.0,14.9867,1.9393
Jeff Skinner 2014,Jeff Skinner,2014,L,21.378,71,197,,82.0,64.0,71,71,-1.3333333333333286,15.5433,1.3786
Jeff Skinner 2015,Jeff Skinner,2015,L,22.377,71,197,82.0,64.0,71.0,71,77,5.0,14.0371,1.9867
Jeff Skinner 2016,Jeff Skinner,2016,L,23.376,71,197,64.0,71.0,71.0,77,82,11.25,13.89,1.3464
Jeff Skinner 2017,Jeff Skinner,2017,L,24.378,71,197,71.0,71.0,77.0,82,79,3.75,14.2892,2.2531
Jeff Skinner 2018,Jeff Skinner,2018,L,25.378,71,197,71.0,77.0,82.0,79,82,4.75,15.43,2.3134
Jeff Skinner 2019,Jeff Skinner,2019,L,26.377,71,197,77.0,82.0,79.0,82,82,2.0,14.6022,2.0044
Jeff Skinner 2020,Jeff Skinner,2020,L,27.377,71,197,82.0,79.0,82.0,82,69,-12.25,15.4254,2.2294
Jeff Skinner 2021,Jeff Skinner,2021,L,28.379,71,197,79.0,82.0,82.0,69,77,-1.0,13.991,1.4537
Jeff Skinner 2022,Jeff Skinner,2022,L,29.378,71,197,82.0,82.0,69.0,77,80,2.5,13.1934,1.1154000000000002
Jeff Skinner 2023,Jeff Skinner,2023,L,30.377,71,197,82.0,69.0,77.0,80,79,2.0,14.2544,2.736
Zach Hyman 2019,Zach Hyman,2019,L,26.311,73,211,,16.0,82.0,82,71,11.0,14.5258,1.9141000000000001
Zach Hyman 2020,Zach Hyman,2020,L,27.311,73,211,16.0,82.0,82.0,71,60,-2.75,14.7481,2.292
Zach Hyman 2021,Zach Hyman,2021,L,28.313,73,211,82.0,82.0,71.0,60,62,-11.75,16.0105,2.2045
Zach Hyman 2022,Zach Hyman,2022,L,29.312,73,211,82.0,71.0,60.0,62,76,7.25,15.8663,2.4624
Zach Hyman 2023,Zach Hyman,2023,L,30.312,73,211,71.0,60.0,62.0,76,79,11.75,15.2662,2.0686
Taylor Hall 2013,Taylor Hall,2013,L,20.882,73,210,,,65.0,61,76,13.0,15.1142,2.0825
Taylor Hall 2014,Taylor Hall,2014,L,21.882,73,210,,65.0,61.0,76,75,7.666666666666671,15.2922,3.1389
Taylor Hall 2015,Taylor Hall,2015,L,22.881,73,210,65.0,61.0,76.0,75,53,-16.25,16.4469,3.0157
Taylor Hall 2018,Taylor Hall,2018,L,25.882,73,210,75.0,53.0,82.0,72,76,5.5,16.3067,1.9419000000000002
Taylor Hall 2022,Taylor Hall,2022,L,29.882,73,210,76.0,33.0,76.0,77,81,15.5,15.2258,1.8588
Taylor Hall 2023,Taylor Hall,2023,L,30.881,73,210,33.0,76.0,77.0,81,61,-5.75,13.4765,2.5284000000000004
Ryan Johansen 2014,Ryan Johansen,2014,C,21.17,75,218,,,67.0,68,82,14.5,13.6662,1.2073
Ryan Johansen 2015,Ryan Johansen,2015,C,22.169,75,218,,67.0,68.0,82,82,9.666666666666671,14.2872,2.2023
Ryan Johansen 2016,Ryan Johansen,2016,C,23.168,75,218,67.0,68.0,82.0,82,80,5.25,15.3026,2.0561
Ryan Johansen 2017,Ryan Johansen,2017,C,24.17,75,218,68.0,82.0,82.0,80,82,4.0,14.5702,1.956
Ryan Johansen 2018,Ryan Johansen,2018,C,25.17,75,218,82.0,82.0,80.0,82,79,-2.5,15.1283,1.7895
Ryan Johansen 2019,Ryan Johansen,2019,C,26.169,75,218,82.0,80.0,82.0,79,80,-0.75,14.4399,1.9462
Ryan Johansen 2020,Ryan Johansen,2020,C,27.168,75,218,80.0,82.0,79.0,80,80,-0.25,15.0973,2.2852
Ryan Johansen 2021,Ryan Johansen,2021,C,28.171,75,218,82.0,79.0,80.0,80,68,-12.25,13.3324,1.7208
Ryan Johansen 2022,Ryan Johansen,2022,C,29.17,75,218,79.0,80.0,80.0,68,79,2.25,13.6699,1.3074
Ryan Johansen 2023,Ryan Johansen,2023,C,30.169,75,218,80.0,80.0,68.0,79,55,-21.75,13.2911,2.2285
Tyler Seguin 2013,Tyler Seguin,2013,C,20.669,73,205,,,74.0,81,82,4.5,14.4366,2.668
Tyler Seguin 2014,Tyler Seguin,2014,C,21.668,73,205,,74.0,81.0,82,80,1.0,14.7865,2.1979
Tyler Seguin 2015,Tyler Seguin,2015,C,22.667,73,205,74.0,81.0,82.0,80,71,-8.25,15.5171,2.8516999999999997
Tyler Seguin 2016,Tyler Seguin,2016,C,23.667,73,205,81.0,82.0,80.0,71,72,-6.5,15.6315,2.595
Tyler Seguin 2017,Tyler Seguin,2017,C,24.669,73,205,82.0,80.0,71.0,72,82,5.75,16.113,2.5342000000000002
Tyler Seguin 2018,Tyler Seguin,2018,C,25.668,73,205,80.0,71.0,72.0,82,82,5.75,15.2565,2.0623
Tyler Seguin 2019,Tyler Seguin,2019,C,26.667,73,205,71.0,72.0,82.0,82,82,5.25,16.2073,2.3024999999999998
Tyler Seguin 2020,Tyler Seguin,2020,C,27.667,73,205,72.0,82.0,82.0,82,81,1.5,16.8927,2.2957
Mikael Granlund 2016,Mikael Granlund,2016,C,23.595,70,185,,46.0,63.0,68,82,23.0,15.3228,1.7851
Mikael Granlund 2017,Mikael Granlund,2017,C,24.598,70,185,46.0,63.0,68.0,82,81,16.25,14.8939,1.5721
Mikael Granlund 2018,Mikael Granlund,2018,C,25.597,70,185,63.0,68.0,82.0,81,77,3.5,15.114,2.2055
Mikael Granlund 2019,Mikael Granlund,2019,C,26.596,70,185,68.0,82.0,81.0,77,79,2.0,14.3695,2.4403
Mikael Granlund 2020,Mikael Granlund,2020,C,27.596,70,185,82.0,81.0,77.0,79,74,-5.75,15.1703,1.6021
Mikael Granlund 2021,Mikael Granlund,2021,C,28.598,70,185,81.0,77.0,79.0,74,73,-4.75,14.4934,1.5112999999999999
Mikael Granlund 2022,Mikael Granlund,2022,C,29.597,70,185,77.0,79.0,74.0,73,80,4.25,14.6353,1.4759
Mikael Granlund 2023,Mikael Granlund,2023,C,30.596,70,185,79.0,74.0,73.0,80,79,2.5,15.3577,1.7580999999999998
Nino Niederreiter 2016,Nino Niederreiter,2016,R,23.062,74,218,55.0,,81.0,80,82,10.0,12.5304,1.6160999999999999
Nino Niederreiter 2017,Nino Niederreiter,2017,R,24.064,74,218,,81.0,80.0,82,82,1.0,13.5911,2.0458
Nino Niederreiter 2018,Nino Niederreiter,2018,R,25.063,74,218,81.0,80.0,82.0,82,63,-18.25,13.0553,2.41
Nino Niederreiter 2019,Nino Niederreiter,2019,R,26.062,74,218,80.0,82.0,82.0,63,82,5.25,12.713,1.798
Nino Niederreiter 2020,Nino Niederreiter,2020,R,27.062,74,218,82.0,82.0,63.0,82,79,1.75,13.9589,1.9919
Nino Niederreiter 2021,Nino Niederreiter,2021,R,28.064,74,218,82.0,63.0,82.0,79,82,5.5,12.8552,1.1842
Nino Niederreiter 2022,Nino Niederreiter,2022,R,29.063,74,218,63.0,82.0,79.0,82,75,-1.5,14.1818,2.1909
Nino Niederreiter 2023,Nino Niederreiter,2023,R,30.062,74,218,82.0,79.0,82.0,75,78,-1.5,13.3449,2.338
Bryan Rust 2020,Bryan Rust,2020,R,27.39,71,192,41.0,57.0,69.0,72,64,4.25,13.781,1.8746
Bryan Rust 2021,Bryan Rust,2021,R,28.392,71,192,57.0,69.0,72.0,64,82,16.5,15.293,2.6393999999999997
Bryan Rust 2022,Bryan Rust,2022,R,29.392,71,192,69.0,72.0,64.0,82,60,-11.75,16.5476,2.0072
Bryan Rust 2023,Bryan Rust,2023,R,30.391,71,192,72.0,64.0,82.0,60,81,11.5,14.545,2.5438
Brendan Gallagher 2015,Brendan Gallagher,2015,R,22.404,69,186,,,75.0,81,82,4.0,13.4335,1.7645
Brendan Gallagher 2016,Brendan Gallagher,2016,R,23.404,69,186,,75.0,81.0,82,53,-26.33333333333333,14.1106,2.0224
Brendan Gallagher 2019,Brendan Gallagher,2019,R,26.405,69,186,82.0,53.0,64.0,82,82,11.75,13.4632,1.9566000000000001
Brendan Gallagher 2020,Brendan Gallagher,2020,R,27.404,69,186,53.0,64.0,82.0,82,69,-1.25,13.8921,2.3703000000000003
Brendan Gallagher 2021,Brendan Gallagher,2021,R,28.406,69,186,64.0,82.0,82.0,69,51,-23.25,14.774,2.6157
Jesper Fast 2018,Jesper Fast,2018,R,25.832,73,191,11.0,58.0,79.0,68,71,17.0,12.137,1.5267
Jesper Fast 2019,Jesper Fast,2019,R,26.832,73,191,58.0,79.0,68.0,71,66,-3.0,12.9392,2.0246
Jesper Fast 2020,Jesper Fast,2020,R,27.831,73,191,79.0,68.0,71.0,66,81,10.0,13.8725,1.3107
Jesper Fast 2021,Jesper Fast,2021,R,28.833,73,191,68.0,71.0,66.0,81,67,-4.5,14.0688,1.6689
Jesper Fast 2022,Jesper Fast,2022,R,29.832,73,191,71.0,66.0,81.0,67,82,10.75,12.9178,1.5146000000000002
Jesper Fast 2023,Jesper Fast,2023,R,30.832,73,191,66.0,81.0,67.0,82,80,6.0,12.9337,1.7539
Mark Stone 2017,Mark Stone,2017,R,24.387,75,217,6.0,19.0,80.0,75,71,26.0,15.8951,2.1641
Mark Stone 2018,Mark Stone,2018,R,25.386,75,217,19.0,80.0,75.0,71,58,-3.25,15.4256,2.1913
Mark Stone 2021,Mark Stone,2021,R,28.387,75,217,71.0,58.0,77.0,76,80,9.5,14.9064,2.7246
Ondrej Palat 2016,Ondrej Palat,2016,L,24.513,72,194,,23.0,81.0,75,62,2.3333333333333357,13.3324,3.0001999999999995
Ondrej Palat 2017,Ondrej Palat,2017,L,25.515,72,194,23.0,81.0,75.0,62,75,14.75,13.7707,2.1083
Ondrej Palat 2018,Ondrej Palat,2018,L,26.514,72,194,81.0,75.0,62.0,75,56,-17.25,14.6582,2.0193000000000003
Ondrej Palat 2021,Ondrej Palat,2021,L,29.515,72,194,75.0,56.0,64.0,81,80,11.0,13.972,1.9915
Ondrej Palat 2022,Ondrej Palat,2022,L,30.514,72,194,56.0,64.0,81.0,80,77,6.75,14.1385,2.0061999999999998
Josh Archibald 2021,Josh Archibald,2021,R,27.987,70,176,10.0,42.0,68.0,73,76,27.75,10.721,1.6249
Johnny Gaudreau 2017,Johnny Gaudreau,2017,L,23.135,69,165,,1.0,80.0,79,72,18.666666666666664,16.2219,2.6687
Johnny Gaudreau 2018,Johnny Gaudreau,2018,L,24.135,69,165,1.0,80.0,79.0,72,80,22.0,15.2623,2.457
Johnny Gaudreau 2019,Johnny Gaudreau,2019,L,25.134,69,165,80.0,79.0,72.0,80,82,4.25,15.8492,2.8392
Johnny Gaudreau 2020,Johnny Gaudreau,2020,L,26.134,69,165,79.0,72.0,80.0,82,82,3.75,16.6965,3.1115
Johnny Gaudreau 2021,Johnny Gaudreau,2021,L,27.136,69,165,72.0,80.0,82.0,82,82,3.0,15.806,2.1691
Johnny Gaudreau 2022,Johnny Gaudreau,2022,L,28.135,69,165,80.0,82.0,82.0,82,82,0.5,14.8461,2.1651
Johnny Gaudreau 2023,Johnny Gaudreau,2023,L,29.134,69,165,82.0,82.0,82.0,82,80,-2.0,15.5299,4.2404
Sean Kuraly 2020,Sean Kuraly,2020,C,26.695,74,213,,8.0,75.0,71,81,29.666666666666664,12.4019,1.4309
Sean Kuraly 2021,Sean Kuraly,2021,C,27.697,74,213,8.0,75.0,71.0,81,68,9.25,11.5399,1.5824
Sean Kuraly 2022,Sean Kuraly,2022,C,28.696,74,213,75.0,71.0,81.0,68,77,3.25,12.1301,0.842
Sean Kuraly 2023,Sean Kuraly,2023,C,29.696,74,213,71.0,81.0,68.0,77,71,-3.25,13.2669,1.6446
Vincent Trocheck 2018,Vincent Trocheck,2018,C,24.225,71,184,20.0,50.0,76.0,82,82,25.0,16.1848,1.8536000000000001
Vincent Trocheck 2019,Vincent Trocheck,2019,C,25.225,71,184,50.0,76.0,82.0,82,55,-17.5,16.0663,2.0039
Vincent Trocheck 2022,Vincent Trocheck,2022,C,28.225,71,184,82.0,55.0,73.0,68,81,11.5,14.3018,2.2316
Vincent Trocheck 2023,Vincent Trocheck,2023,C,29.225,71,184,55.0,73.0,68.0,81,82,12.75,13.2006,2.1885
Adam Lowry 2017,Adam Lowry,2017,C,23.511,78,208,,,80.0,74,82,5.0,11.7171,1.1764
Adam Lowry 2023,Adam Lowry,2023,C,29.509,78,208,78.0,57.0,76.0,79,82,9.5,12.1994,0.8717
Nick Cousins 2019,Nick Cousins,2019,C,25.2,71,192,11.0,36.0,60.0,71,81,36.5,12.438,1.2229999999999999
Nick Cousins 2020,Nick Cousins,2020,C,26.199,71,192,36.0,60.0,71.0,81,76,14.0,12.6533,1.4049
Nick Cousins 2021,Nick Cousins,2021,C,27.201,71,192,60.0,71.0,81.0,76,74,2.0,11.9118,1.5498
Nick Cousins 2022,Nick Cousins,2022,C,28.201,71,192,71.0,81.0,76.0,74,68,-7.5,11.6454,1.4143
Nick Cousins 2023,Nick Cousins,2023,C,29.2,71,192,81.0,76.0,74.0,68,79,4.25,10.7689,1.4747999999999999
Blake Coleman 2020,Blake Coleman,2020,C,27.842,71,199,,23.0,79.0,78,77,17.0,13.5622,1.5881
Blake Coleman 2021,Blake Coleman,2021,C,28.844,71,199,23.0,79.0,78.0,77,80,15.75,13.4894,1.6848999999999998
Blake Coleman 2022,Blake Coleman,2022,C,29.843,71,199,79.0,78.0,77.0,80,81,2.5,12.7973,2.4721
Blake Coleman 2023,Blake Coleman,2023,C,30.843,71,199,78.0,77.0,80.0,81,82,3.0,13.0193,1.7638
Jean-Gabriel Pageau 2018,Jean-Gabriel Pageau,2018,C,24.888,71,185,28.0,50.0,82.0,82,78,17.5,13.5892,1.6692
Jean-Gabriel Pageau 2022,Jean-Gabriel Pageau,2022,C,28.888,71,185,78.0,39.0,79.0,79,77,8.25,13.5802,1.4727
Jean-Gabriel Pageau 2023,Jean-Gabriel Pageau,2023,C,29.887,71,185,39.0,79.0,79.0,77,70,1.5,13.6271,1.544
Boone Jenner 2018,Boone Jenner,2018,C,24.296,74,203,72.0,31.0,82.0,82,75,8.25,14.0579,1.6135000000000002
Boone Jenner 2019,Boone Jenner,2019,C,25.296,74,203,31.0,82.0,82.0,75,77,9.5,14.2318,1.6300999999999999
Boone Jenner 2020,Boone Jenner,2020,C,26.295,74,203,82.0,82.0,75.0,77,82,3.0,14.0056,1.8916
Boone Jenner 2021,Boone Jenner,2021,C,27.297,74,203,82.0,75.0,77.0,82,60,-19.0,14.5112,1.1221999999999999
Boone Jenner 2022,Boone Jenner,2022,C,28.296,74,203,75.0,77.0,82.0,60,59,-14.5,14.4882,1.5150000000000001
Brandon Saad 2015,Brandon Saad,2015,L,21.928,73,215,,2.0,78.0,78,82,29.333333333333336,13.7588,2.0126
Brandon Saad 2016,Brandon Saad,2016,L,22.927,73,215,2.0,78.0,78.0,82,78,18.0,14.0008,2.195
Brandon Saad 2017,Brandon Saad,2017,L,23.929,73,215,78.0,78.0,82.0,78,82,3.0,14.487,2.3364
Brandon Saad 2018,Brandon Saad,2018,L,24.929,73,215,78.0,82.0,78.0,82,82,2.0,14.949,2.4474
Brandon Saad 2019,Brandon Saad,2019,L,25.928,73,215,82.0,78.0,82.0,82,80,-1.0,13.6612,1.821
Brandon Saad 2020,Brandon Saad,2020,L,26.927,73,215,78.0,82.0,82.0,80,68,-12.5,14.5008,1.9654
Brandon Saad 2021,Brandon Saad,2021,L,27.93,73,215,82.0,82.0,80.0,68,64,-14.0,13.706,2.2643
Brandon Saad 2022,Brandon Saad,2022,L,28.929,73,215,82.0,80.0,68.0,64,78,4.5,12.2545,2.3368
Brandon Saad 2023,Brandon Saad,2023,L,29.928,73,215,80.0,68.0,64.0,78,71,-1.5,13.5938,1.8674
Brett Ritchie 2019,Brett Ritchie,2019,R,25.252,76,215,31.0,8.0,78.0,71,53,6.0,9.3763,0.9914000000000001
Matt Nieto 2016,Matt Nieto,2016,L,22.903,71,187,,,66.0,72,67,-2.0,13.281,1.3803999999999998
Matt Nieto 2017,Matt Nieto,2017,L,23.905,71,187,,66.0,72.0,67,59,-9.333333333333329,11.8736,1.0559
Matt Nieto 2020,Matt Nieto,2020,L,26.903,71,187,67.0,59.0,74.0,64,82,16.0,11.1008,1.6891000000000003
William Karlsson 2018,William Karlsson,2018,C,24.729,72,190,,21.0,81.0,81,82,21.0,11.5422,1.4119
William Karlsson 2019,William Karlsson,2019,C,25.728,72,190,21.0,81.0,81.0,82,82,15.75,14.6301,2.8507
William Karlsson 2020,William Karlsson,2020,C,26.728,72,190,81.0,81.0,82.0,82,74,-7.5,14.8939,1.916
William Karlsson 2021,William Karlsson,2021,C,27.73,72,190,81.0,82.0,82.0,74,82,2.25,14.9143,2.1073
William Karlsson 2022,William Karlsson,2022,C,28.729,72,190,82.0,82.0,74.0,82,67,-13.0,14.2012,2.2634000000000003
William Karlsson 2023,William Karlsson,2023,C,29.728,72,190,82.0,74.0,82.0,67,82,5.75,14.7381,1.8229000000000002
Nikita Kucherov 2017,Nikita Kucherov,2017,R,23.292,71,181,,52.0,82.0,77,74,3.6666666666666714,14.9327,2.1394
Nikita Kucherov 2018,Nikita Kucherov,2018,R,24.291,71,181,52.0,82.0,77.0,74,80,8.75,16.0917,2.6706
Nikita Kucherov 2019,Nikita Kucherov,2019,R,25.29,71,181,82.0,77.0,74.0,80,82,3.75,16.306,2.9436999999999998
Nikita Kucherov 2020,Nikita Kucherov,2020,R,26.29,71,181,77.0,74.0,80.0,82,80,1.75,16.202,3.6129
Ryan Nugent-Hopkins 2014,Ryan Nugent-Hopkins,2014,C,20.471,72,195,,,62.0,68,80,15.0,15.5838,1.2513
Ryan Nugent-Hopkins 2015,Ryan Nugent-Hopkins,2015,C,21.471,72,195,,62.0,68.0,80,76,6.0,16.1392,1.6728999999999998
Ryan Nugent-Hopkins 2016,Ryan Nugent-Hopkins,2016,C,22.47,72,195,62.0,68.0,80.0,76,55,-16.5,16.295,1.9864000000000002
Ryan Nugent-Hopkins 2019,Ryan Nugent-Hopkins,2019,C,25.471,72,195,76.0,55.0,82.0,62,82,13.25,14.4884,2.4046
Ryan Nugent-Hopkins 2020,Ryan Nugent-Hopkins,2020,C,26.47,72,195,55.0,82.0,62.0,82,76,5.75,15.1648,1.9301
Ryan Nugent-Hopkins 2021,Ryan Nugent-Hopkins,2021,C,27.472,72,195,82.0,62.0,82.0,76,76,0.5,14.8618,2.2982
Ryan Nugent-Hopkins 2022,Ryan Nugent-Hopkins,2022,C,28.472,72,195,62.0,82.0,76.0,76,63,-11.0,14.6481,1.1816
Ryan Nugent-Hopkins 2023,Ryan Nugent-Hopkins,2023,C,29.471,72,195,82.0,76.0,76.0,63,82,7.75,13.8233,1.5158
Jonathan Huberdeau 2015,Jonathan Huberdeau,2015,C,21.326,73,200,,,82.0,69,79,3.5,13.6565,1.4645000000000001
Jonathan Huberdeau 2016,Jonathan Huberdeau,2016,C,22.325,73,200,,82.0,69.0,79,76,-0.6666666666666714,14.2717,2.2350000000000003
Jonathan Huberdeau 2020,Jonathan Huberdeau,2020,C,26.325,73,200,76.0,31.0,82.0,82,81,13.25,15.2707,2.7790999999999997
Jonathan Huberdeau 2021,Jonathan Huberdeau,2021,C,27.327,73,200,31.0,82.0,82.0,81,80,11.0,15.0536,2.8305
Jonathan Huberdeau 2022,Jonathan Huberdeau,2022,C,28.327,73,200,82.0,82.0,81.0,80,80,-1.25,14.0291,2.8771
Jonathan Huberdeau 2023,Jonathan Huberdeau,2023,C,29.326,73,200,82.0,81.0,80.0,80,79,-1.75,13.8912,3.8872999999999998
Ryan Strome 2017,Ryan Strome,2017,C,23.226,73,191,,37.0,81.0,71,69,6.0,14.1453,1.4338000000000002
Ryan Strome 2018,Ryan Strome,2018,C,24.225,73,191,37.0,81.0,71.0,69,82,17.5,11.971,1.598
Ryan Strome 2019,Ryan Strome,2019,C,25.225,73,191,81.0,71.0,69.0,82,81,5.25,12.5138,1.5788
Ryan Strome 2020,Ryan Strome,2020,C,26.224,73,191,71.0,69.0,82.0,81,82,6.25,13.1245,1.524
Ryan Strome 2021,Ryan Strome,2021,C,27.226,73,191,69.0,82.0,81.0,82,82,3.5,14.3857,2.4428
Ryan Strome 2022,Ryan Strome,2022,C,28.225,73,191,82.0,81.0,82.0,82,74,-7.75,14.1839,2.1906
